theta_1,theta_2,theta_3,theta_4
45,120,0,108
80,108,48,96
115,120,12,0
70,120,24,60
70,120,48,96
30,120,12,120
110,120,12,108
60,120,48,72
20,120,24,84
55,120,36,36
35,120,48,96
100,120,12,72
120,120,12,60
45,120,60,72
110,120,36,84
20,120,72,108
55,108,12,96
10,120,24,96
70,120,0,120
60,96,0,120
15,120,12,0
90,96,0,120
30,96,12,72
80,120,36,72
5,108,12,84
60,120,48,96
40,96,12,120
70,120,60,96
90,120,0,36
60,120,36,96
15,120,12,60
95,120,12,0
100,108,36,72
20,120,48,96
45,120,24,108
30,120,60,72
55,120,36,96
20,120,0,36
70,120,12,48
100,120,0,0
120,120,36,72
110,120,12,120
75,120,12,36
5,120,48,84
30,96,24,84
20,96,12,84
50,120,72,120
120,120,24,0
25,108,12,120
70,96,12,120
85,108,12,108
80,120,12,48
5,108,12,96
105,120,72,96
120,108,60,96
120,120,12,120
110,120,12,12
20,120,0,108
85,120,24,120
50,96,24,84
20,108,12,120
45,120,0,24
80,120,12,108
90,108,12,48
120,120,96,120
60,120,48,84
115,120,24,96
100,120,12,48
55,120,12,72
15,120,48,96
90,120,36,108
120,120,24,48
85,120,24,84
60,120,24,60
120,108,36,72
70,108,36,96
100,120,48,84
25,120,24,120
65,120,48,48
40,120,12,96
105,120,60,84
45,120,72,108
85,120,36,96
10,120,24,12
40,120,72,120
15,120,0,48
30,120,0,120
95,120,60,108
45,120,60,108
50,120,24,72
35,120,12,60
120,120,72,84
105,120,0,48
65,120,24,48
65,120,36,108
100,120,24,72
115,108,12,108
100,108,12,108
80,108,12,108
115,108,12,84
45,108,36,72
35,108,12,72
40,120,24,60
100,120,0,120
10,120,12,96
95,108,0,120
80,108,0,120
65,96,0,120
85,108,12,72
80,120,72,108
0,120,60,96
80,120,24,96
40,120,12,108
0,120,12,108
120,120,36,36
10,120,12,0
5,120,36,60
30,96,0,120
50,96,0,120
95,120,24,12
15,96,24,84
40,96,12,84
75,108,36,84
30,120,24,108
60,120,36,72
115,120,72,96
105,108,12,84
85,120,0,24
35,96,0,120
85,108,0,120
60,120,12,0
40,108,12,96
5,108,36,84
40,120,60,108
10,120,36,48
95,108,12,120
45,120,24,96
110,108,36,96
35,120,36,36
120,120,48,108
120,84,0,120
0,120,72,120
20,108,12,108
70,120,72,108
65,108,12,84
120,120,108,120
70,120,12,60
75,120,36,36
25,120,60,108
50,120,24,12
20,120,36,36
30,120,12,108
95,120,0,12
75,120,36,120
10,96,24,84
75,120,24,108
15,120,12,84
115,108,24,72
95,120,36,84
110,120,24,12
60,120,0,0
15,120,24,108
65,120,60,108
0,120,36,48
25,120,48,84
90,96,24,84
100,108,36,84
40,120,12,60
75,120,36,84
40,108,12,72
80,120,60,72
45,96,12,84
50,120,36,60
5,120,72,108
95,96,0,120
40,120,48,108
60,120,60,84
105,120,48,120
90,120,0,120
75,96,0,120
55,120,24,0
90,108,12,108
100,120,36,96
10,108,12,72
70,120,48,120
80,108,12,84
20,108,12,48
30,120,24,72
35,120,12,48
25,120,0,0
120,120,0,108
75,120,0,108
15,120,12,12
65,120,24,120
95,120,24,84
120,120,0,96
0,108,12,72
80,120,12,96
5,120,60,84
45,120,24,48
75,120,0,120
5,120,0,36
105,120,72,108
120,120,72,96
80,96,24,84
30,120,36,36
20,108,12,84
75,120,60,108
115,108,12,60
70,120,24,0
120,108,24,12
115,120,0,72
120,120,48,120
15,120,12,36
65,108,12,120
90,120,48,72
20,108,36,72
90,120,36,48
80,120,60,96
115,108,36,96
110,120,12,36
85,108,48,96
45,120,36,60
60,120,36,108
20,120,12,84
25,108,12,108
15,120,60,84
70,120,0,0
110,120,24,72
120,108,36,96
55,120,72,96
5,120,0,108
100,120,24,84
45,108,36,84
10,108,12,60
80,120,24,108
100,108,24,84
95,108,12,72
70,108,12,72
95,120,48,96
0,120,60,120
10,120,24,0
120,108,48,96
95,108,12,96
110,108,36,72
85,120,0,72
15,108,12,108
95,120,36,120
105,120,48,72
55,120,0,36
5,120,36,84
80,120,0,24
100,120,36,84
40,120,48,48
105,96,12,120
110,120,36,72
60,120,24,96
5,120,36,120
90,96,12,72
10,96,0,120
35,120,24,96
110,120,0,96
65,108,0,120
15,120,24,84
40,120,0,0
100,120,24,0
75,120,12,0
55,120,24,60
45,120,12,12
30,120,36,84
40,108,12,60
20,120,0,60
105,108,12,108
35,108,12,60
115,120,0,36
80,120,36,48
60,120,0,48
30,120,36,48
85,108,36,72
120,108,0,120
50,120,48,84
80,120,0,60
120,120,72,60
40,120,24,84
75,96,12,84
5,108,48,96
15,120,36,96
30,120,12,48
110,120,60,96
70,120,12,96
65,120,0,72
115,120,60,84
50,96,12,120
120,120,12,84
55,120,0,48
70,120,36,36
90,120,12,36
100,120,0,12
75,120,24,96
85,120,24,60
110,120,0,72
40,120,24,0
40,120,12,12
45,96,24,84
55,120,24,72
25,120,48,108
80,120,12,84
65,120,12,108
110,108,12,48
110,120,36,60
35,120,24,0
15,108,12,72
50,108,36,72
85,108,12,60
25,120,72,120
30,120,60,96
105,120,0,108
100,120,60,108
50,120,0,120
30,120,36,120
120,120,96,96
60,120,48,108
120,96,24,72
115,120,0,24
75,120,12,120
25,96,12,120
75,120,48,60
120,72,0,120
20,120,0,120
40,108,12,108
95,120,12,96
85,120,36,120
0,120,36,120
115,108,48,96
15,120,12,96
15,120,0,36
65,108,12,96
20,120,12,12
45,120,36,36
20,120,0,96
120,120,0,84
95,120,0,120
50,120,60,120
35,120,36,72
40,120,36,48
95,120,24,48
100,108,12,60
30,120,24,120
40,108,36,72
0,108,36,84
70,120,48,48
5,84,0,120
55,120,12,0
5,120,24,0
75,120,72,96
15,120,0,0
45,120,0,0
25,120,36,120
70,120,0,72
95,120,12,36
25,120,12,96
95,120,48,84
10,120,0,108
0,108,12,96
45,108,0,120
40,120,24,72
55,108,12,48
45,120,24,72
105,120,24,0
75,120,24,72
45,120,0,60
115,120,72,120
70,108,12,48
30,108,36,96
15,120,36,84
90,120,0,60
120,120,96,108
30,120,48,120
120,120,24,108
25,120,0,96
115,120,12,120
110,120,0,12
15,108,36,84
65,120,36,48
105,108,36,72
0,120,0,24
15,120,72,96
90,120,0,24
45,108,12,84
120,120,72,108
70,120,36,108
120,120,24,120
65,84,0,120
115,96,0,120
10,120,0,60
65,108,24,84
85,108,12,48
90,120,0,96
55,120,72,120
30,96,12,84
50,108,24,72
105,120,36,120
30,96,12,120
70,108,0,120
70,120,72,120
120,120,84,120
105,108,24,84
120,108,12,120
0,120,24,96
5,108,0,120
85,120,48,72
115,96,12,72
80,96,12,84
75,120,12,60
70,120,0,60
95,120,36,60
120,120,48,36
85,120,24,0
15,108,12,120
120,120,36,96
65,108,12,60
110,96,12,72
5,108,36,72
115,120,48,120
115,120,72,108
45,120,48,60
85,120,12,12
5,120,0,24
50,120,60,108
5,120,24,48
110,120,48,84
85,120,60,120
60,120,12,48
95,120,36,72
40,120,12,36
85,120,0,120
45,96,12,72
50,120,36,120
15,120,72,120
85,108,36,84
105,108,12,72
115,120,12,12
50,120,60,96
105,120,12,48
15,120,36,72
115,120,24,0
85,108,36,96
60,84,0,120
115,120,24,84
95,96,12,72
55,108,0,120
35,120,24,48
20,120,24,12
55,108,12,84
85,120,36,60
5,120,0,60
100,120,60,120
20,96,12,120
0,120,36,72
25,120,36,48
5,96,24,84
85,96,12,84
60,120,72,96
85,108,12,120
0,120,36,84
0,108,36,72
45,108,12,108
15,108,12,60
5,120,0,48
30,120,0,60
70,120,0,96
35,84,0,120
10,120,60,120
50,120,12,72
15,84,0,120
120,120,0,72
30,120,12,12
100,120,12,0
110,120,48,60
70,108,48,96
105,120,36,36
5,120,72,96
0,120,0,48
110,108,12,72
80,108,12,72
20,120,0,84
15,120,0,24
10,120,0,24
105,96,0,120
25,120,36,84
65,120,60,72
95,120,24,72
105,120,48,84
50,120,72,96
65,108,12,48
75,120,0,0
110,120,0,48
115,120,12,84
10,120,0,0
10,120,0,120
20,120,24,48
65,120,72,108
10,120,0,96
80,120,36,60
15,120,48,120
20,120,24,108
95,108,36,84
30,120,0,96
90,120,72,96
35,120,36,60
105,120,24,96
105,120,12,0
70,120,60,84
70,108,12,60
25,108,0,120
45,108,12,60
20,120,12,60
105,120,60,96
10,120,12,60
90,120,12,0
20,120,48,72
120,120,0,0
120,120,12,108
110,120,60,84
30,120,12,96
90,84,0,120
120,84,12,72
10,120,60,72
90,120,36,96
40,108,12,84
90,120,48,108
100,108,12,72
85,84,0,120
15,120,0,84
105,120,0,24
60,120,0,72
120,108,60,108
95,120,24,96
55,108,36,84
75,120,60,120
115,120,36,120
80,120,24,48
90,120,24,48
45,120,36,84
50,108,36,96
95,120,36,48
120,120,36,108
60,108,12,84
0,120,12,120
60,120,24,108
95,108,24,84
95,120,12,84
80,120,48,84
20,120,0,12
95,120,36,108
10,96,12,120
90,120,24,12
65,120,0,36
55,120,12,120
20,120,60,96
70,120,0,36
55,120,60,108
65,120,60,120
120,120,24,60
90,120,12,48
105,108,24,72
105,120,0,60
5,120,48,96
60,120,12,60
0,120,48,84
35,120,0,96
90,120,48,96
5,120,60,108
85,108,24,72
35,120,24,72
65,120,0,48
55,108,12,60
0,108,24,72
65,120,0,84
25,108,12,60
30,120,0,84
50,120,36,36
85,120,12,108
10,120,12,84
75,120,24,0
105,120,48,48
110,96,24,84
30,108,36,84
10,108,24,72
60,120,48,120
5,120,36,36
15,108,24,84
90,108,12,120
0,120,12,96
110,120,12,96
0,120,0,0
50,120,24,0
120,120,12,0
5,120,36,48
60,120,60,72
35,108,24,84
35,120,24,12
65,120,48,84
15,96,12,84
120,120,12,96
85,120,0,12
50,120,0,108
60,120,24,48
55,120,24,84
110,120,48,96
95,120,24,120
30,120,48,72
45,120,12,60
5,120,12,48
90,120,0,12
30,120,36,72
80,120,0,108
100,120,12,84
65,108,36,72
90,120,24,108
25,120,0,24
10,120,48,108
90,120,24,72
120,108,24,72
45,120,24,120
80,108,24,84
15,108,36,72
60,108,12,48
5,120,12,60
90,120,12,84
105,120,12,72
80,108,24,72
105,120,24,120
120,120,48,84
75,108,36,72
5,120,12,108
100,120,24,108
85,120,36,48
0,120,60,84
40,120,60,84
40,120,72,96
20,120,60,108
85,120,48,84
80,120,60,108
40,120,12,120
100,108,12,84
80,120,48,48
75,108,12,60
85,120,0,108
75,108,48,96
45,120,24,0
0,120,36,108
90,120,48,60
25,120,24,12
0,120,48,48
55,108,36,96
105,120,0,96
70,120,36,72
60,120,36,48
75,96,12,72
80,120,12,12
90,120,12,120
35,120,48,120
120,120,84,84
110,120,12,0
50,120,12,12
35,120,12,36
10,108,12,120
95,108,36,72
120,84,24,84
60,120,72,108
100,120,72,96
100,120,12,36
115,120,48,72
105,120,60,72
55,120,12,60
75,120,0,84
75,120,0,24
20,120,60,84
90,96,12,120
80,96,12,120
35,120,0,120
0,120,24,120
110,108,12,108
0,120,60,108
0,120,0,108
15,120,12,72
120,96,12,84
50,120,48,96
20,120,24,72
5,108,24,72
75,108,12,48
100,120,0,48
20,120,36,108
90,120,24,84
60,96,12,84
70,120,12,36
35,120,48,60
15,120,48,60
70,96,0,120
25,120,36,72
120,120,12,48
55,120,36,48
50,120,36,96
120,108,12,108
85,120,72,120
10,120,36,96
20,120,36,84
35,120,0,108
105,96,12,84
65,120,48,96
70,120,0,12
100,120,12,120
40,120,36,36
75,120,12,84
60,120,24,0
110,108,12,120
30,120,60,108
25,120,60,72
100,120,0,24
35,120,48,48
30,108,12,120
15,120,24,60
35,120,36,84
5,120,12,0
70,84,0,120
115,120,0,60
40,108,48,96
110,120,12,72
60,120,36,120
75,120,12,96
10,108,48,96
20,120,48,48
50,120,24,84
70,120,24,84
25,120,60,120
100,120,72,120
50,108,24,84
55,108,12,120
65,120,12,12
15,120,36,120
50,120,48,120
120,120,48,96
40,120,0,48
120,120,12,12
105,120,0,36
0,120,48,60
15,96,12,120
40,120,12,84
15,120,0,108
110,120,48,72
20,120,36,60
40,120,0,36
0,108,48,96
65,120,48,60
115,96,12,84
120,120,48,48
80,120,24,84
100,120,0,36
30,120,24,0
45,120,24,12
100,120,24,12
35,108,12,108
115,108,12,48
65,120,48,120
5,120,0,120
80,120,48,108
0,108,0,120
0,120,24,108
35,120,48,84
105,120,24,60
105,108,12,60
75,120,36,48
40,120,24,12
15,120,60,96
10,120,12,12
60,108,12,72
20,120,0,0
35,108,12,84
120,120,12,36
100,96,24,84
120,120,60,120
35,120,36,96
115,120,12,48
25,120,24,0
40,120,60,96
105,120,60,108
10,108,36,84
45,120,0,36
120,120,0,24
65,120,0,12
40,120,12,48
30,120,48,96
0,120,12,36
55,120,36,108
40,120,36,96
110,108,12,60
80,120,72,96
35,96,12,72
20,120,72,120
55,120,48,48
10,108,36,96
75,120,60,72
20,108,24,84
25,120,48,60
75,120,24,12
30,120,12,36
5,120,60,96
30,120,72,96
45,108,24,72
15,120,36,36
75,96,12,120
75,108,12,84
120,108,12,96
45,120,24,84
5,120,24,108
95,108,36,96
60,96,12,72
95,108,48,96
85,120,24,96
25,120,36,96
120,120,48,72
55,120,72,108
45,120,0,120
50,120,12,48
115,84,0,120
75,120,48,84
110,108,24,72
30,120,36,108
75,120,72,108
85,108,24,84
115,108,0,120
100,120,60,72
35,120,72,96
70,120,36,84
65,120,36,84
10,120,0,72
10,120,72,108
120,120,36,0
90,108,36,84
85,120,36,108
35,120,0,48
105,120,48,96
60,108,12,96
90,108,36,96
90,120,48,48
110,120,12,60
105,120,12,96
75,120,48,72
100,120,72,108
85,120,72,96
45,120,0,12
95,120,0,48
100,120,12,108
65,120,0,24
50,120,0,60
90,108,24,84
50,120,0,24
120,96,36,96
45,120,36,120
95,96,12,120
65,120,12,96
85,120,60,84
0,108,12,60
0,96,12,120
25,120,0,60
5,120,12,12
30,120,12,72
70,96,24,84
85,96,24,84
70,120,36,120
120,120,36,120
5,120,24,84
10,120,24,60
25,108,36,72
85,120,60,96
50,120,12,36
0,108,12,120
85,120,60,72
25,120,12,12
10,120,12,120
85,120,36,84
105,120,12,108
15,120,0,60
80,120,0,48
10,120,48,120
50,108,12,96
50,120,12,96
85,120,12,0
75,120,12,108
25,120,48,120
85,120,24,48
5,120,36,108
95,120,48,60
20,120,48,108
95,120,12,48
50,120,0,12
120,84,12,120
105,120,12,36
25,120,72,96
120,96,36,72
65,108,48,96
10,120,48,84
100,120,48,60
25,108,12,48
20,120,12,72
5,96,12,120
80,120,0,36
55,84,0,120
65,108,12,108
105,120,12,120
80,120,0,120
95,120,0,84
5,96,12,72
10,120,60,108
55,120,36,60
30,108,12,108
95,84,0,120
60,96,12,120
25,120,24,72
35,96,24,84
35,120,0,0
90,120,36,36
10,120,24,48
100,108,48,96
100,120,48,72
70,108,12,96
0,96,12,84
50,108,36,84
80,96,12,72
120,120,60,96
120,120,60,72
90,120,60,96
65,96,12,84
60,120,36,36
55,120,24,120
5,108,12,48
55,120,12,48
105,120,60,120
5,120,12,72
80,120,48,96
40,120,24,48
90,120,60,72
0,108,36,96
70,120,12,12
5,108,12,72
55,120,12,108
120,120,60,84
45,120,48,72
25,120,48,72
90,108,12,84
30,108,12,72
90,120,0,84
15,120,36,60
25,108,48,96
55,120,60,72
65,120,48,72
65,120,24,84
55,120,24,96
15,108,24,72
10,120,36,36
90,120,12,108
95,120,24,0
50,120,48,48
50,120,12,120
55,120,0,96
50,120,36,84
120,108,24,84
90,120,36,120
35,120,0,24
95,120,12,120
55,120,60,96
80,120,36,108
30,84,0,120
85,120,0,96
35,120,36,108
30,120,24,48
85,120,24,72
35,120,60,108
45,120,36,48
30,120,12,60
40,120,36,60
30,120,60,84
95,108,12,84
35,108,12,120
110,120,72,96
80,120,60,84
40,120,12,0
80,120,12,60
115,120,36,96
55,96,12,72
80,120,0,84
90,108,48,96
45,120,0,72
0,108,12,108
120,120,0,36
20,120,48,120
20,120,48,84
30,120,36,96
20,120,12,96
85,120,12,120
20,120,36,120
40,120,0,72
10,120,36,120
70,120,60,72
25,120,24,48
85,120,12,36
115,108,12,120
35,120,60,72
0,120,12,48
50,120,12,0
15,120,24,0
15,96,0,120
85,120,48,108
110,120,24,96
30,120,72,120
35,120,0,12
15,120,12,120
50,120,0,36
75,120,48,96
0,120,72,96
100,120,0,72
60,108,36,96
110,120,0,36
55,108,36,72
70,120,48,72
30,120,0,24
5,120,24,72
45,96,0,120
35,108,36,84
60,120,36,84
65,108,24,72
55,108,48,96
100,120,36,120
30,120,24,60
95,120,12,60
70,120,0,48
10,108,12,96
120,120,84,108
90,108,12,96
110,84,0,120
65,120,60,96
55,108,24,72
0,120,0,60
10,120,72,96
5,120,48,60
80,120,24,72
100,108,36,96
70,120,48,60
30,120,12,84
65,120,12,0
65,120,72,96
30,120,48,60
60,108,12,60
0,120,24,48
80,120,24,12
20,120,36,48
75,120,24,120
0,120,24,60
105,120,24,12
95,120,0,60
100,108,0,120
70,120,0,84
10,120,12,72
30,120,72,108
15,120,48,84
80,120,36,96
115,120,60,96
80,108,36,96
65,120,24,60
85,96,12,72
120,120,72,120
15,120,60,108
100,120,48,48
100,120,48,108
60,120,12,36
90,120,0,48
65,108,36,84
90,120,12,96
90,120,60,84
25,120,12,108
5,108,36,96
45,108,48,96
50,120,12,84
85,96,0,120
45,108,36,96
55,120,24,108
65,120,12,120
15,120,24,48
75,84,0,120
105,120,72,120
40,108,12,48
65,120,36,36
65,108,12,72
115,120,48,96
25,120,12,84
40,120,48,84
35,120,0,36
120,120,0,120
105,96,12,72
115,108,12,72
55,96,12,120
50,120,24,120
45,120,12,0
10,120,0,36
80,96,0,120
105,108,36,84
25,96,0,120
50,120,48,108
0,120,0,120
100,120,36,108
105,120,0,72
120,96,0,120
10,120,24,108
25,120,0,72
55,108,12,108
65,120,12,72
10,108,36,72
100,120,36,48
70,96,12,84
120,108,12,0
65,120,0,120
15,108,48,96
100,120,48,120
25,120,12,0
105,96,24,84
85,120,24,12
120,108,48,84
50,108,12,48
120,120,36,12
60,120,12,96
80,120,0,0
70,120,24,96
40,84,0,120
0,96,24,84
45,120,48,108
110,120,36,48
70,120,0,24
85,120,36,72
20,120,0,24
40,120,36,108
75,120,60,84
105,120,12,60
0,120,0,72
100,96,12,84
55,120,24,48
5,108,12,60
20,108,24,72
15,108,12,96
115,120,24,108
35,120,24,108
95,120,48,120
110,120,36,120
10,120,12,48
80,120,36,120
85,120,48,120
80,120,24,60
60,120,72,120
120,120,36,84
120,120,0,60
115,120,48,108
120,120,0,48
20,108,36,84
5,96,12,84
120,120,84,96
45,120,48,84
60,120,24,12
25,120,36,60
0,120,48,72
120,84,24,72
65,120,36,120
0,120,36,60
35,120,24,60
50,120,12,60
70,120,48,108
95,120,0,36
5,120,48,48
60,120,0,12
5,120,24,96
110,120,36,96
20,108,12,96
20,108,48,96
60,120,0,36
70,120,60,120
80,120,0,72
10,84,0,120
20,96,12,72
0,120,60,72
45,120,12,36
115,120,36,60
75,108,12,120
5,120,12,84
120,120,72,72
15,120,0,96
105,120,24,84
25,120,36,108
70,108,12,108
115,108,24,84
50,120,36,72
90,120,24,120
105,108,48,96
45,84,0,120
0,120,24,0
85,120,12,60
90,120,0,108
120,96,12,72
60,120,24,72
15,120,48,72
60,120,12,108
90,120,0,0
30,108,36,72
60,120,12,72
25,120,48,48
40,120,0,108
115,108,36,72
70,120,12,84
105,120,0,0
90,108,0,120
80,120,72,120
45,108,12,96
15,120,24,72
45,120,0,84
100,120,12,60
5,108,12,120
0,120,24,12
25,108,12,84
115,120,12,96
100,120,0,108
20,120,24,96
5,96,0,120
120,108,36,84
55,120,48,108
80,108,36,84
20,120,48,60
80,120,12,0
5,120,24,60
35,120,12,12
45,120,0,96
80,108,36,72
0,84,0,120
100,120,0,84
60,108,12,120
115,120,12,36
5,120,60,72
70,120,24,72
110,120,36,108
105,120,36,84
10,120,48,72
30,108,24,72
110,120,12,84
110,108,36,84
100,120,24,60
65,96,12,120
85,120,0,84
50,120,24,48
120,120,96,84
115,120,0,84
20,120,24,60
95,120,48,48
10,120,48,60
