labels,Média,Desvio Padrão
p_x,-2.259688678061517,12.297734706295527
p_y,39.86103997417106,6.657400182665928
p_z,18.5216007268465,11.055021815201053
roll,0.7741759755803148,2.08363024691461
pich,-1.2973567075253016,0.22553957368736316
yaw,0.2603936881422723,1.6364655704265767
