theta_1,theta_2,theta_3,theta_4
10,72,84,0
20,36,72,36
0,36,12,0
35,24,72,36
35,48,72,48
55,24,24,12
25,48,60,0
40,36,72,36
35,84,96,0
50,72,120,0
25,60,84,12
40,72,108,0
35,96,96,0
25,36,96,60
45,72,84,12
0,60,72,36
25,24,48,12
50,48,72,48
35,72,108,12
35,60,60,0
20,36,12,0
35,24,48,0
10,60,60,0
60,72,84,12
60,84,120,0
0,24,72,36
50,48,108,36
30,36,48,12
10,60,72,0
35,72,96,36
30,36,72,60
15,0,12,0
40,12,36,12
40,24,36,0
35,72,84,12
20,60,72,12
25,48,84,0
5,36,36,12
25,48,36,12
50,96,96,0
50,96,108,0
5,36,12,0
5,24,72,60
35,24,96,72
60,60,84,60
20,84,108,0
10,108,108,12
15,60,60,12
50,96,96,12
50,36,84,36
25,96,84,0
30,48,72,12
0,108,108,12
20,72,84,12
60,48,84,12
30,60,72,48
60,36,72,48
60,60,72,0
50,48,36,0
15,36,96,60
5,24,24,12
5,72,72,36
10,96,96,0
35,60,72,60
60,24,24,12
5,84,96,36
15,24,36,12
0,96,96,12
45,24,84,60
40,36,12,0
20,36,60,12
35,24,48,12
35,36,84,60
0,36,60,12
0,24,36,12
5,84,96,0
40,84,108,0
15,60,96,12
10,60,72,48
60,60,84,48
40,84,120,0
0,36,72,60
30,84,108,0
55,84,84,0
50,72,84,36
55,96,120,12
5,36,84,36
25,24,24,12
10,48,84,60
5,60,84,0
60,36,36,12
10,72,84,48
55,36,60,12
15,48,36,0
15,120,120,12
45,0,12,0
30,96,108,0
5,60,84,60
55,72,84,12
5,72,120,12
15,84,108,12
5,60,72,0
20,72,72,36
0,12,24,12
20,12,12,0
15,96,120,0
55,36,72,48
55,36,72,12
0,48,84,0
35,36,60,0
35,24,12,0
30,60,60,12
20,72,72,0
0,72,108,12
50,24,72,36
60,24,36,12
50,108,108,12
30,24,36,12
15,108,96,0
0,24,96,72
50,24,12,0
30,24,72,36
15,72,60,12
0,48,84,36
0,24,84,60
5,60,108,12
0,48,72,48
15,36,12,0
35,72,96,0
10,84,96,0
45,36,48,12
30,60,84,60
0,24,48,12
0,60,36,0
20,60,84,12
40,48,72,12
0,36,48,0
15,24,48,12
15,36,24,0
55,48,84,48
20,96,96,12
0,72,120,120
30,60,108,12
20,36,72,60
35,60,84,0
30,96,108,12
40,48,84,12
45,12,60,48
55,72,72,0
35,72,84,0
50,60,60,12
40,24,84,60
20,72,60,12
55,60,72,48
20,48,84,12
45,48,72,12
55,48,84,36
20,84,120,12
25,12,60,48
20,48,72,48
15,36,84,48
10,48,72,36
25,24,72,48
5,36,84,48
5,48,84,60
35,60,84,48
10,72,60,12
30,60,72,60
10,72,96,12
5,84,96,12
10,60,84,48
40,60,72,60
60,36,24,12
10,48,60,0
55,48,36,12
50,84,120,12
55,84,108,0
50,48,84,48
45,12,12,0
10,48,24,12
35,0,12,0
45,36,24,12
45,72,96,12
20,24,36,0
5,48,24,12
30,120,120,12
55,48,72,60
5,48,84,36
20,48,84,0
10,36,84,48
50,60,96,36
30,108,120,0
55,60,72,36
25,72,60,12
30,72,84,12
30,72,84,0
25,36,48,0
10,12,12,0
60,60,60,0
45,24,12,0
15,24,48,0
40,60,96,60
10,60,108,12
45,60,96,12
20,24,24,12
5,36,24,12
55,24,12,0
45,84,84,0
10,36,72,12
0,60,48,12
35,48,72,0
60,24,24,0
45,96,120,0
20,72,60,0
25,108,96,0
55,36,24,12
55,36,72,60
60,84,96,12
5,24,36,12
60,24,72,60
40,48,96,60
25,48,96,60
40,36,84,36
45,24,24,0
60,24,72,48
25,24,96,72
35,84,120,12
10,36,36,12
50,36,24,0
0,120,108,0
55,12,36,12
60,36,72,36
10,48,84,12
15,72,84,12
10,72,96,60
35,24,36,0
55,108,120,12
50,24,36,0
0,36,72,48
60,12,60,48
15,48,24,0
30,36,48,0
25,60,48,0
0,72,60,12
0,72,108,0
30,24,24,12
15,60,72,48
25,96,108,12
30,12,36,12
35,60,96,36
20,60,72,36
50,24,72,48
25,48,84,48
5,36,72,60
45,48,72,36
15,72,108,12
15,24,72,36
10,60,96,36
30,36,60,0
25,60,48,12
45,72,72,12
50,36,12,0
40,24,12,0
40,48,96,36
5,60,84,12
35,48,24,0
45,48,36,0
15,60,72,12
60,72,120,12
15,36,84,36
60,72,72,0
40,60,84,36
0,84,84,0
0,60,84,60
15,24,24,12
55,48,72,48
45,60,84,48
50,36,36,0
15,84,72,0
55,48,84,0
25,84,84,0
15,48,36,12
40,60,72,36
60,48,84,60
5,84,108,12
50,72,96,0
30,48,48,0
15,48,84,36
10,60,84,0
45,48,84,12
30,60,96,12
50,72,72,12
20,60,72,0
20,84,96,12
25,84,84,12
5,48,96,60
15,72,96,12
25,60,72,36
30,24,72,60
25,60,72,60
15,48,84,12
50,36,60,0
0,60,84,36
25,108,108,0
45,84,120,12
60,24,36,0
55,60,96,36
0,84,96,12
5,24,36,0
0,48,24,0
25,60,72,48
20,72,120,12
50,48,72,0
10,60,96,12
35,84,108,12
5,72,72,12
10,24,24,12
50,96,120,12
5,72,72,0
55,24,72,60
20,36,72,12
40,36,84,48
5,72,60,0
40,72,96,60
40,24,24,0
25,96,96,0
0,48,72,12
15,48,108,36
15,96,120,12
45,48,36,12
25,36,84,36
45,60,72,0
40,84,108,12
30,48,60,12
15,96,96,12
10,36,36,0
10,84,108,0
30,60,72,0
0,60,48,0
5,60,96,60
35,96,108,12
10,72,72,0
60,60,96,36
20,24,96,72
10,36,72,48
20,72,84,0
15,84,72,12
20,48,60,0
15,72,96,60
30,24,48,0
30,36,72,12
55,84,84,12
5,36,96,60
0,84,108,0
50,96,108,12
0,60,72,0
30,24,72,48
45,24,72,48
30,48,72,0
60,36,24,0
45,48,60,12
35,60,72,12
60,60,84,12
55,48,48,12
40,96,96,12
5,84,72,0
5,48,72,12
35,48,48,12
40,108,108,12
35,36,72,60
15,84,108,0
50,60,60,0
5,72,96,36
55,96,108,0
60,36,84,60
15,72,84,48
30,48,84,12
15,108,120,0
20,24,72,60
30,72,60,0
0,84,108,12
55,48,72,12
30,72,96,60
35,48,36,12
5,36,60,0
20,60,96,0
35,84,108,0
35,72,84,48
25,48,48,12
25,48,72,60
5,72,60,12
30,72,72,12
15,72,96,36
20,60,84,48
15,72,96,0
15,60,84,60
50,60,96,60
20,0,12,0
35,108,108,0
15,72,120,0
5,72,96,12
45,48,96,36
20,48,96,36
5,60,96,12
35,60,48,12
0,72,72,0
55,72,120,12
10,72,120,120
15,24,72,60
10,48,96,60
50,84,84,0
45,96,108,12
40,60,84,48
35,24,36,12
5,24,24,0
30,72,60,12
20,72,108,12
5,96,120,12
10,24,36,12
50,12,12,0
45,60,84,60
25,48,96,36
15,36,36,12
40,72,84,36
45,84,96,12
30,36,84,36
55,48,96,36
25,60,84,48
60,12,36,12
0,108,96,0
35,48,96,36
35,24,72,60
15,84,84,36
5,96,96,12
0,48,72,60
0,12,60,48
25,48,72,48
60,72,96,60
55,96,120,0
20,12,36,12
25,60,96,0
35,72,72,36
55,60,72,0
15,72,120,12
60,96,96,0
30,72,108,12
35,36,48,0
10,72,120,12
5,24,48,12
15,60,36,0
40,36,48,0
25,84,96,36
35,12,24,12
40,72,84,12
15,24,36,0
45,72,72,0
35,36,24,0
10,12,60,48
25,108,120,12
15,48,96,60
55,48,48,0
20,36,84,60
5,60,84,48
40,36,72,60
60,84,108,12
35,60,84,60
0,48,108,36
40,72,120,12
5,60,96,0
45,72,84,0
45,96,96,12
60,48,36,0
5,48,36,12
40,84,96,12
30,48,24,12
15,48,60,0
35,36,60,12
5,108,120,12
25,36,24,12
10,24,96,72
0,72,84,0
0,36,84,60
45,36,96,60
40,48,60,12
0,60,60,12
55,72,96,60
55,60,60,0
45,60,48,0
30,36,12,0
30,48,108,36
15,12,60,48
0,48,36,0
60,96,120,0
25,72,72,12
40,24,48,0
15,48,96,36
0,36,36,0
50,36,24,12
5,48,60,0
50,60,72,48
45,72,84,48
50,48,48,12
45,84,108,12
55,84,108,12
45,48,24,0
10,60,72,36
10,60,72,12
5,60,72,36
55,120,120,0
5,120,108,0
50,108,108,0
25,48,108,36
60,120,120,0
20,60,60,0
45,96,108,0
30,48,84,36
35,120,120,12
40,72,84,48
50,72,60,0
35,60,108,12
50,48,72,36
15,84,120,12
40,60,96,36
0,36,84,36
10,60,96,0
55,60,84,48
10,24,24,0
15,96,108,12
15,24,84,60
35,48,84,60
60,48,48,12
25,96,108,0
40,60,96,12
35,36,36,12
35,84,84,0
15,84,96,0
25,72,84,36
0,12,24,0
5,24,84,60
25,60,72,12
35,60,72,0
15,60,96,36
45,36,84,48
50,60,84,12
20,36,48,0
25,48,84,12
45,60,60,0
0,60,84,0
45,12,24,0
15,36,84,60
50,48,96,60
10,72,60,0
55,60,60,12
60,84,108,0
45,24,48,12
55,72,96,36
45,48,48,0
25,60,72,0
55,36,48,12
50,48,84,0
25,24,36,12
55,108,108,0
50,48,48,0
10,96,108,12
0,120,120,0
35,36,72,36
20,84,120,0
5,120,120,0
45,24,72,60
10,24,48,12
20,72,84,36
60,48,72,60
40,48,60,0
5,24,48,0
55,60,84,12
35,36,48,12
50,36,84,48
10,48,84,0
20,24,84,60
35,96,120,0
15,36,48,12
40,48,48,12
15,36,60,12
50,72,96,36
10,60,84,12
30,36,96,60
45,84,120,0
25,96,120,0
50,84,96,0
20,72,96,60
40,48,72,36
40,36,60,0
15,12,24,12
20,48,24,12
40,60,72,48
40,72,72,12
45,48,96,60
25,48,48,0
30,72,72,36
0,12,36,12
50,48,72,60
60,24,84,60
30,36,36,0
30,60,36,0
20,24,24,0
45,72,84,36
55,48,60,12
40,108,108,0
55,24,96,72
55,48,60,0
10,96,96,12
0,84,72,12
55,36,24,0
10,72,108,0
25,48,84,60
45,60,96,36
30,60,84,12
20,72,96,36
55,36,36,0
35,48,84,12
45,72,96,60
35,48,60,0
55,24,36,0
40,48,72,60
25,12,36,12
5,36,36,0
35,84,96,12
60,108,108,0
0,96,120,0
5,84,120,12
5,0,12,0
15,60,48,12
5,108,120,0
20,48,72,12
0,60,84,48
50,60,108,12
50,48,60,0
35,72,72,0
15,84,96,12
40,24,96,72
0,24,72,48
55,108,120,0
45,36,84,36
30,48,84,60
25,36,72,36
35,48,72,60
20,36,36,0
30,0,12,0
10,24,36,0
5,84,84,36
60,48,60,12
20,72,96,12
30,48,96,60
25,36,72,48
5,72,96,0
55,84,120,12
25,24,72,36
40,72,84,0
30,96,96,0
35,48,48,0
15,72,72,12
35,24,24,0
35,48,72,12
25,60,60,0
30,84,120,0
30,36,24,0
15,48,84,60
40,60,96,0
30,84,96,12
30,60,48,12
60,36,72,12
0,72,96,36
40,60,84,12
25,12,24,12
40,72,96,36
5,108,108,12
5,108,96,0
0,72,120,12
55,72,84,36
5,72,48,0
0,36,96,60
0,72,72,12
10,108,120,0
5,12,24,0
10,48,72,60
40,36,48,12
10,60,84,36
0,96,120,12
55,24,84,60
45,48,72,48
55,36,60,0
20,108,96,0
35,72,72,12
50,36,72,36
30,60,72,36
15,60,60,0
45,48,60,0
30,108,120,12
10,72,120,0
45,72,96,0
50,24,24,12
45,36,72,12
50,36,84,60
40,84,84,0
50,60,96,0
30,60,84,48
55,24,72,48
30,84,96,36
0,60,96,12
10,84,120,0
10,48,48,12
35,48,36,0
5,96,96,0
20,96,120,0
50,60,96,12
15,60,72,36
5,72,120,0
10,48,72,12
25,84,108,12
0,84,72,0
0,84,84,36
45,60,108,12
50,72,72,0
5,48,48,0
50,12,24,0
45,48,84,60
40,72,72,0
35,72,120,12
55,72,72,12
35,72,84,36
10,60,36,0
45,96,96,0
50,84,120,0
55,84,120,0
30,36,36,12
20,48,36,0
60,24,48,0
25,72,84,12
5,12,36,12
50,108,120,0
5,36,48,0
30,48,84,0
25,72,72,0
50,60,72,0
55,36,84,36
55,36,96,60
20,72,84,60
60,72,120,0
0,60,96,0
5,96,84,0
10,48,72,0
20,24,48,0
0,60,84,12
20,48,36,12
10,48,84,36
30,12,24,12
35,36,72,12
0,84,84,12
5,48,36,0
35,108,108,12
20,60,48,0
10,120,120,0
25,48,72,36
40,60,72,0
5,24,12,0
25,72,108,0
20,48,84,36
15,60,84,48
0,48,48,0
25,24,24,0
20,48,48,0
15,48,84,0
60,24,48,12
20,60,96,60
40,36,24,0
50,84,84,12
15,36,60,0
25,72,96,36
0,108,108,0
5,48,72,48
35,60,96,0
15,60,108,12
15,36,36,0
20,48,72,36
45,96,120,12
25,72,120,12
20,36,24,0
60,96,108,12
30,48,72,36
5,36,72,48
5,60,72,12
50,36,72,12
55,24,72,36
20,96,108,12
60,84,96,0
25,72,84,60
60,48,60,0
35,60,72,36
5,96,108,12
45,108,120,12
35,24,24,12
5,84,96,60
25,24,84,60
35,12,60,48
20,24,72,48
0,60,96,36
40,96,108,12
50,96,120,0
30,36,60,12
10,84,72,0
5,60,48,0
50,60,84,36
40,36,96,60
30,60,96,0
20,72,72,12
30,60,96,36
35,72,60,0
30,72,96,36
40,48,108,36
50,60,72,36
45,48,108,36
50,72,108,12
10,72,48,0
60,24,96,72
15,24,12,0
0,96,108,12
50,72,84,12
50,36,72,60
40,72,120,0
10,36,60,0
30,72,120,12
15,120,120,0
20,12,24,0
20,60,108,12
0,84,120,12
25,24,72,60
30,96,120,0
35,60,84,12
5,60,36,0
20,24,12,0
25,60,84,36
20,84,84,0
20,60,36,0
30,24,36,0
50,48,96,36
20,60,72,60
30,36,72,36
10,72,96,0
45,36,60,0
0,36,72,12
15,72,108,0
10,36,96,60
25,36,72,60
60,84,120,12
45,84,84,12
25,12,12,0
5,108,108,0
20,60,48,12
40,60,108,12
45,108,108,0
35,48,72,36
60,48,96,60
60,48,108,36
35,72,96,60
40,48,36,0
35,48,108,36
50,48,84,60
20,72,84,48
0,48,72,36
5,36,60,12
25,60,96,36
25,60,84,0
30,108,108,0
5,72,84,36
35,96,84,0
25,84,72,0
0,72,84,12
50,72,108,0
30,72,96,0
15,108,120,12
50,120,120,12
5,72,84,12
20,96,96,0
0,108,120,12
55,36,48,0
40,72,60,0
25,24,48,0
60,48,84,36
15,60,48,0
5,84,84,0
20,48,48,12
35,60,48,0
0,60,72,12
15,48,72,36
55,72,96,12
30,60,60,0
0,108,120,0
40,84,120,12
40,24,24,12
55,36,36,12
10,24,72,48
20,120,120,0
30,108,108,12
30,96,96,12
10,84,96,60
15,36,72,36
60,36,48,12
45,72,60,0
45,84,96,0
60,36,36,0
40,36,60,12
35,60,84,36
30,48,72,48
30,48,84,48
45,60,96,60
60,12,12,0
10,36,48,0
50,84,96,36
20,24,48,12
45,48,84,0
35,36,84,48
10,48,36,12
40,96,108,0
25,36,36,12
5,24,72,48
20,60,84,60
45,60,72,60
40,48,36,12
10,36,84,60
20,60,96,12
45,84,96,36
45,120,120,0
40,108,120,0
15,72,72,36
55,60,84,60
55,72,108,0
10,84,96,36
25,72,108,12
45,24,36,0
15,60,84,0
5,24,96,72
15,96,108,0
40,36,84,60
60,96,108,0
10,24,48,0
40,24,72,60
50,60,72,12
40,48,84,48
60,96,120,12
60,0,12,0
40,60,48,0
35,36,84,36
0,0,12,0
25,72,96,0
15,24,96,72
10,24,84,60
30,84,84,0
30,60,72,12
55,72,96,0
35,48,96,60
10,72,84,12
10,36,24,0
40,12,12,0
55,36,84,60
30,60,96,60
0,36,24,12
45,36,72,48
10,96,120,0
55,96,108,12
30,24,84,60
5,84,84,12
50,60,84,48
45,72,108,0
35,72,60,12
35,72,96,12
35,48,84,48
45,24,96,72
45,72,108,12
0,60,108,12
5,36,24,0
5,24,72,36
0,96,96,0
30,84,120,12
5,48,72,60
5,84,72,12
10,48,108,36
10,60,96,60
50,36,48,12
10,48,48,0
35,36,12,0
30,84,72,0
60,48,96,36
45,36,48,0
25,48,24,0
40,48,84,0
50,60,84,60
35,24,84,60
55,72,108,12
60,72,96,0
5,48,72,0
25,60,60,12
35,24,72,48
0,48,36,12
60,12,24,0
60,108,120,0
40,96,96,0
45,60,84,12
45,24,72,36
10,72,84,60
20,108,108,12
60,72,72,12
50,48,84,36
50,36,60,12
40,48,84,60
20,36,96,60
5,48,84,0
5,12,60,48
60,36,48,0
35,60,96,60
30,96,84,0
35,60,96,12
30,120,120,0
30,48,36,0
40,12,24,0
5,48,72,36
0,48,96,60
55,12,12,0
30,24,48,12
0,84,120,0
30,36,84,60
40,36,72,48
10,24,12,0
45,24,48,0
60,60,60,12
60,12,24,12
30,12,60,48
35,36,36,0
25,84,108,0
20,108,120,12
10,0,12,0
0,60,72,48
0,96,108,0
20,84,72,0
50,0,12,0
55,60,84,36
0,48,60,12
5,48,60,12
5,48,108,36
20,72,120,120
25,36,60,0
45,60,72,36
20,72,120,0
45,108,108,12
10,60,60,12
0,48,96,36
55,84,96,0
20,12,60,48
5,48,24,0
55,96,96,0
50,12,36,12
60,48,84,48
0,48,24,12
25,120,120,0
5,72,84,48
0,48,48,12
40,60,48,12
10,72,72,36
50,60,48,0
5,96,120,0
60,36,60,0
25,72,72,36
20,36,48,12
20,84,84,12
10,120,108,0
0,24,48,0
60,36,72,60
15,48,60,12
5,36,84,60
0,36,60,0
55,60,96,60
40,84,72,0
20,120,108,0
0,72,84,48
5,36,48,12
0,60,60,0
0,36,72,36
5,36,72,12
25,24,36,0
40,120,120,12
10,84,84,0
20,96,108,0
50,24,72,60
10,12,36,12
15,72,84,36
60,36,96,60
60,72,108,12
40,24,72,36
25,36,84,48
10,84,84,36
10,36,84,36
50,48,72,12
0,36,36,12
10,48,96,36
30,72,72,0
55,48,72,0
40,96,120,0
40,60,72,12
20,84,108,12
35,12,12,0
25,36,12,0
10,24,72,60
0,48,84,60
55,48,96,60
10,96,120,12
15,12,36,12
60,60,96,12
50,72,84,0
45,60,48,12
30,72,108,0
55,84,96,12
10,96,84,0
25,84,96,12
50,36,72,48
50,72,120,12
25,84,96,0
35,12,36,12
40,72,96,12
5,48,84,48
35,120,120,0
50,24,48,0
45,36,24,0
55,72,84,0
35,84,84,12
45,72,120,0
40,96,120,12
10,72,96,36
25,72,60,0
10,108,108,0
60,84,84,0
30,72,84,60
25,60,96,60
0,96,84,0
10,84,108,12
10,36,72,60
30,36,24,12
0,36,84,48
5,72,120,120
15,48,72,0
0,60,96,60
10,36,12,0
50,72,96,12
50,84,96,12
15,84,84,12
50,108,120,12
45,36,60,12
35,84,120,0
40,24,72,48
45,36,36,0
35,72,108,0
35,60,72,48
60,60,84,0
0,72,84,60
5,72,84,0
20,48,72,60
25,48,84,36
5,36,72,36
50,12,60,48
50,24,96,72
5,48,48,12
25,48,24,12
40,48,84,36
45,108,120,0
45,60,72,12
10,48,36,0
25,96,120,12
25,36,72,12
0,84,96,0
0,24,24,0
15,72,60,0
15,36,24,12
45,36,36,12
0,72,96,0
30,60,84,0
10,48,60,12
60,60,108,12
0,60,72,60
55,48,84,60
35,36,96,60
40,48,24,0
25,48,72,12
