p_x,p_y,p_z
34.78311346623238,19.116202406663287,18.579069742184682
10.204902653106002,18.040521213325462,46.971921242358704
-2.5314898040235185,39.90712975094115,18.543045307901917
-9.108201786949419,-15.96883785146385,46.129274371350434
