labels,Média,Desvio Padrão
p_x,7.815419239734905,19.831066341691066
p_y,13.346254750745397,21.920436101882192
p_z,34.981826611648934,16.679314371930523
roll,0.5361791190260029,1.5864732331564813
pich,-0.4650305308062272,1.0202710526025143
yaw,-0.9644644214448947,1.6983630729224308
