theta_1,theta_2,theta_3,theta_4
115,36,60,12
50,72,24,12
10,84,96,12
40,108,12,72
0,48,24,0
85,120,0,84
75,60,36,0
95,60,84,60
90,96,36,12
15,72,96,60
45,120,48,60
105,72,84,0
120,0,12,0
80,120,48,84
15,96,72,0
95,96,108,0
45,120,108,0
15,72,120,12
20,120,72,120
115,60,96,12
15,108,96,12
75,84,84,48
105,60,96,12
90,48,36,12
5,48,12,0
15,96,0,120
55,72,60,12
115,72,72,12
60,84,120,0
120,96,72,36
115,108,12,96
20,84,48,12
75,48,108,36
50,108,36,96
80,108,72,36
25,108,120,0
110,60,96,60
40,108,84,36
70,84,60,0
90,24,84,60
70,84,84,60
75,84,24,12
95,48,84,0
35,84,60,12
90,72,96,60
10,108,12,72
35,72,108,0
85,120,24,96
60,96,0,120
50,84,48,0
15,120,60,84
15,120,48,120
10,120,120,60
75,84,84,36
35,120,24,84
110,120,0,108
25,120,96,12
120,120,24,120
40,48,36,12
75,108,84,0
65,84,120,120
120,12,24,12
35,72,96,36
105,24,24,0
120,72,60,0
45,72,96,12
80,120,48,108
70,48,36,0
80,60,36,12
110,60,84,12
35,60,24,12
5,12,60,48
65,24,24,12
10,120,36,108
25,48,96,36
110,120,24,108
105,72,72,48
70,36,24,12
45,120,36,72
10,72,48,0
10,120,0,96
70,96,72,36
60,48,84,0
55,84,24,12
50,120,0,24
50,120,24,120
110,108,12,48
35,60,72,48
55,48,72,0
65,36,36,0
20,96,72,36
35,48,84,12
65,120,60,84
5,72,84,12
105,120,36,48
90,120,72,120
10,60,12,0
85,120,60,120
90,72,120,120
40,120,12,12
15,84,48,12
120,108,36,72
95,48,84,48
30,96,84,12
90,0,12,0
75,84,72,48
25,120,108,60
45,48,48,12
60,60,96,0
80,84,60,0
40,120,48,84
50,84,72,12
100,84,24,12
25,24,12,0
100,48,96,60
10,120,96,12
55,120,0,60
80,96,12,84
75,120,120,12
95,36,24,0
35,120,12,84
115,120,60,72
25,96,48,12
40,96,72,60
80,48,84,36
95,96,72,60
0,72,72,0
30,72,120,120
105,72,12,0
10,72,84,60
15,96,84,36
65,120,24,12
90,108,84,48
0,48,84,36
20,72,48,0
45,0,12,0
20,108,60,0
0,120,36,84
20,96,36,0
10,108,60,12
60,60,84,36
25,120,12,60
95,24,12,0
30,84,84,60
80,84,108,12
15,48,36,0
10,108,108,0
5,120,36,36
95,120,108,48
120,120,0,36
15,12,12,0
35,120,60,96
80,96,120,12
115,60,84,36
0,96,84,36
115,96,72,48
90,96,60,12
95,108,12,48
115,84,24,0
60,108,12,84
105,120,12,0
0,12,24,0
90,120,36,96
30,108,0,120
120,60,96,0
75,84,48,0
20,120,36,36
45,72,108,12
40,120,120,48
30,72,24,12
120,96,12,120
70,60,60,0
40,72,60,0
5,120,120,48
75,96,84,36
120,108,84,36
90,120,12,48
80,120,36,72
115,96,0,120
40,120,36,36
45,120,120,72
70,48,36,12
5,108,12,48
40,108,84,0
45,72,120,12
55,96,96,60
75,72,96,36
25,120,72,120
100,108,108,0
120,24,84,60
50,84,120,12
90,120,24,60
65,60,24,12
115,120,24,96
120,120,108,72
30,120,12,120
10,120,24,120
75,120,72,0
115,120,48,108
55,96,48,12
85,48,60,0
95,108,72,36
75,48,72,48
95,108,12,60
5,72,108,0
110,120,36,60
80,108,36,96
0,60,96,12
20,72,84,60
45,120,12,72
115,108,12,48
45,120,60,72
95,48,108,36
35,120,36,96
10,120,36,96
45,96,84,0
35,120,24,96
65,60,60,0
45,36,84,48
90,108,120,12
40,96,36,12
20,48,60,12
50,108,12,84
120,96,12,72
110,96,72,48
90,120,24,0
60,108,12,96
40,60,24,0
85,60,60,12
15,108,24,72
30,108,36,96
15,72,96,12
25,120,0,120
105,96,84,0
10,72,24,12
75,84,0,120
40,60,60,12
50,24,72,60
115,96,36,0
70,108,96,12
70,72,72,60
70,96,96,0
10,96,60,12
100,120,0,120
25,108,48,96
70,120,0,84
5,24,48,0
90,120,84,12
40,108,12,48
75,60,96,12
75,72,108,0
105,96,84,60
100,96,60,12
60,24,72,60
10,120,48,120
85,108,72,12
110,96,72,0
75,84,108,12
65,60,72,12
40,48,12,0
75,84,60,12
85,120,24,48
100,60,24,12
115,120,96,48
60,48,24,0
50,36,72,12
100,84,84,0
5,60,84,60
115,60,108,12
70,96,72,12
115,36,84,60
120,60,36,12
40,120,60,108
120,84,108,12
80,108,36,72
60,60,84,60
80,0,12,0
100,96,72,60
45,60,84,60
35,120,72,108
100,72,96,12
75,108,12,96
0,60,84,12
85,84,84,12
40,120,24,72
70,36,48,0
40,24,48,12
10,48,84,0
100,36,24,12
35,108,36,96
55,24,72,48
80,72,72,0
105,84,96,36
90,120,108,12
120,120,84,36
50,60,48,0
105,108,96,0
90,96,72,12
95,60,24,12
50,84,96,0
115,36,24,0
0,60,48,12
75,120,36,48
20,72,96,36
85,48,96,36
0,108,96,36
100,72,72,36
100,96,60,0
75,120,60,72
100,120,0,0
105,108,120,12
45,120,60,96
55,24,36,0
60,120,24,48
110,84,12,0
110,120,0,0
70,60,84,36
95,96,84,48
30,96,84,36
40,120,96,0
0,96,120,120
40,96,72,48
95,108,0,120
60,48,36,12
80,84,120,0
30,120,0,12
85,72,84,36
0,96,36,0
25,120,0,108
100,120,12,60
75,108,84,48
55,108,24,72
75,24,48,0
60,48,84,12
30,96,72,12
90,120,48,96
110,120,60,72
45,72,36,0
75,72,24,0
105,84,84,48
45,48,36,12
20,96,96,0
60,96,60,0
80,84,48,0
65,96,120,120
85,60,48,12
30,60,84,36
30,48,24,0
60,108,84,60
110,84,36,12
120,120,36,12
60,96,120,120
120,72,108,12
70,120,36,48
55,60,72,60
95,96,84,36
75,120,24,120
40,24,12,0
95,36,60,0
10,72,120,120
120,120,0,60
90,108,84,12
80,120,36,48
65,96,12,84
55,24,48,0
0,84,72,36
75,120,36,120
15,72,48,12
100,120,24,0
80,120,0,36
110,36,72,12
10,108,108,12
70,120,48,84
60,84,36,12
10,108,12,84
90,120,0,12
45,84,84,60
25,120,48,96
50,96,72,36
90,108,120,0
35,60,60,0
55,60,84,12
120,120,36,72
55,72,84,0
75,96,84,60
45,120,120,0
50,84,60,0
10,120,36,48
70,96,96,60
50,120,12,60
20,24,48,0
15,72,72,60
25,12,24,0
50,120,96,48
95,24,72,48
70,60,72,48
35,72,96,12
40,84,84,12
115,108,12,84
5,120,0,0
45,48,72,36
110,108,84,0
40,96,12,72
10,96,72,36
70,120,84,0
60,120,0,12
40,120,24,96
40,96,84,12
50,48,72,12
95,96,36,0
20,108,96,12
70,96,84,60
30,72,24,0
120,120,24,0
5,72,60,0
10,108,12,108
0,96,12,84
120,120,72,120
5,108,96,60
35,120,12,96
20,120,36,96
115,96,72,0
80,96,96,12
65,96,96,60
5,48,24,12
15,108,12,108
70,96,96,36
55,48,84,0
30,84,120,108
80,96,108,12
80,108,96,0
115,36,48,0
120,48,96,36
0,72,108,12
30,120,120,0
105,96,96,36
30,72,36,12
90,84,24,12
80,48,24,0
50,108,0,120
40,48,96,36
55,72,36,12
110,96,120,108
120,36,84,60
110,120,96,36
30,72,60,12
10,120,72,96
90,72,24,12
85,108,12,72
35,120,0,0
110,84,60,12
0,36,36,0
70,120,24,72
10,120,36,36
25,96,120,108
45,60,96,12
20,108,48,0
85,60,72,60
85,48,72,48
15,84,36,12
40,12,24,12
65,60,36,0
80,72,72,60
110,96,0,120
40,120,36,84
105,120,120,0
40,60,84,60
65,120,24,120
60,120,96,36
100,120,0,84
105,108,12,120
70,108,12,72
5,96,84,60
25,120,24,108
50,84,36,0
10,120,0,36
65,24,72,60
90,96,96,36
20,36,60,0
110,120,12,60
70,72,48,0
5,24,48,12
80,120,108,12
75,96,120,0
95,36,36,0
40,120,0,48
105,96,36,0
70,48,96,60
90,60,72,36
50,96,24,84
55,48,84,48
15,24,48,12
120,60,72,12
90,72,12,0
40,120,60,96
45,120,24,108
80,96,72,48
120,120,36,120
105,60,12,0
0,120,120,12
110,108,60,12
25,108,84,60
20,108,72,0
85,60,60,0
120,120,48,0
30,120,60,72
10,48,60,0
20,120,24,60
100,96,12,84
75,96,24,84
90,120,60,72
25,48,84,12
60,120,0,0
20,84,72,12
95,60,36,12
40,84,120,120
50,48,84,12
85,84,24,12
35,72,120,12
25,24,24,12
10,48,72,0
80,108,24,84
20,96,120,0
100,120,0,12
90,48,72,12
50,60,60,0
35,96,72,60
95,108,120,12
55,24,72,36
90,120,0,72
80,60,84,36
65,36,60,12
70,36,12,0
10,84,24,12
120,120,96,36
15,96,48,12
35,108,72,36
10,108,96,60
15,108,12,120
20,36,48,12
85,36,72,48
0,24,36,0
65,72,72,60
75,36,48,0
55,108,24,84
25,36,48,0
25,12,60,48
30,60,72,60
15,96,12,120
120,108,84,72
115,84,48,0
100,12,24,12
85,72,96,36
85,48,84,0
75,48,84,0
35,60,96,0
70,96,12,84
15,108,60,0
90,72,48,0
60,96,120,108
115,120,120,72
40,120,12,48
85,60,72,0
0,48,84,48
90,84,36,12
65,108,96,36
75,84,72,12
50,120,72,108
110,96,48,0
115,72,96,12
20,96,60,12
100,60,96,0
65,36,24,0
120,120,12,48
85,120,12,84
100,84,108,12
45,120,12,120
25,84,96,36
105,84,60,12
115,120,36,36
105,120,36,60
105,120,36,36
10,120,24,96
30,60,48,0
0,72,24,12
105,120,96,12
80,120,0,60
80,48,48,12
40,96,96,36
110,24,48,12
110,48,72,36
65,72,108,12
65,120,120,60
55,108,108,12
85,24,96,72
30,120,36,60
80,96,72,12
30,96,48,0
85,84,120,108
5,84,96,12
60,108,120,0
30,120,72,96
85,120,0,12
25,120,36,72
45,120,0,84
5,120,72,0
20,84,84,48
20,84,12,0
75,120,0,108
85,120,96,48
20,84,84,12
105,36,96,60
70,48,48,12
75,48,36,12
0,120,96,12
15,84,84,12
45,120,72,96
10,72,108,12
100,108,84,0
65,96,120,108
10,120,24,12
45,36,84,60
60,120,120,60
10,60,24,12
70,48,72,48
85,96,96,0
90,96,96,60
60,36,72,60
0,60,72,0
115,120,48,48
25,96,0,120
70,48,72,36
0,72,48,12
5,120,120,12
110,72,120,0
65,120,120,72
120,120,108,48
65,72,36,12
60,120,96,12
95,96,96,36
0,108,108,0
120,108,84,60
20,72,84,36
45,96,120,0
60,120,24,84
10,60,72,36
60,72,72,12
35,108,72,12
100,120,84,0
75,120,24,84
50,12,36,12
20,60,72,60
25,96,12,120
115,96,48,12
65,108,108,12
80,120,0,48
80,24,72,48
60,60,36,0
35,12,24,12
120,72,120,12
65,24,36,0
15,120,24,0
100,36,72,60
80,12,24,12
120,60,108,12
40,72,84,0
40,120,72,12
65,108,120,12
85,108,60,12
15,48,72,36
75,24,24,0
55,120,0,24
10,120,0,60
40,84,48,0
95,120,0,36
75,120,0,96
50,36,24,12
20,108,84,36
45,72,60,0
105,120,36,72
15,120,72,120
50,120,36,84
55,108,120,12
55,48,96,60
20,60,24,0
120,60,84,60
90,84,120,12
110,72,24,12
105,120,120,60
15,60,12,0
30,120,48,60
65,72,60,0
110,36,72,36
110,84,84,12
45,48,96,36
10,60,48,0
35,96,60,12
65,96,36,12
15,120,24,12
35,108,84,36
95,60,72,48
5,84,96,60
110,96,36,0
85,120,96,12
90,120,0,60
35,120,72,96
65,48,84,0
40,96,12,84
105,72,36,12
45,24,24,12
105,84,0,120
115,96,96,12
120,48,72,36
0,120,96,36
65,120,12,48
60,84,84,60
50,96,12,84
40,108,12,84
30,84,108,0
65,72,84,60
55,120,0,36
115,84,108,0
105,72,120,0
60,72,72,36
105,108,12,60
60,120,72,0
35,48,24,0
35,108,120,0
55,120,0,48
105,108,108,0
65,120,24,72
55,108,12,120
60,60,96,60
90,72,48,12
15,60,96,60
100,96,12,120
10,72,96,0
45,108,72,0
90,60,12,0
85,120,96,36
20,96,36,12
5,84,72,12
50,48,48,12
100,60,84,12
120,60,12,0
100,108,12,48
10,60,96,0
70,72,84,12
45,120,48,108
110,60,60,0
25,120,0,72
65,120,24,48
80,120,120,0
105,36,48,12
55,120,72,120
100,120,36,72
115,120,48,72
80,48,72,36
115,120,12,0
65,84,96,12
40,48,72,12
110,120,120,48
65,60,84,36
0,72,96,0
15,72,60,12
45,120,48,120
5,108,12,108
75,48,48,0
45,120,24,60
105,120,96,0
70,96,120,120
20,96,84,48
60,120,12,60
15,120,108,0
55,84,84,60
0,108,12,108
85,96,120,0
35,60,24,0
120,120,12,60
110,120,72,12
120,108,60,0
25,120,48,120
0,108,108,12
45,108,12,96
90,24,24,12
30,120,84,0
30,84,72,12
10,108,120,12
105,96,108,12
55,48,36,0
25,48,36,0
65,120,72,12
85,120,0,36
85,120,108,0
80,84,84,12
90,96,108,12
100,120,108,48
60,108,84,12
5,120,24,96
0,24,72,48
30,120,84,12
50,120,60,96
25,108,84,36
100,48,24,0
75,96,48,0
85,72,36,12
115,96,36,12
25,108,96,12
50,108,72,36
115,48,48,12
40,84,0,120
10,36,48,12
0,120,12,72
90,96,120,120
65,72,72,36
45,84,48,12
50,120,120,48
10,108,72,36
50,60,96,60
35,108,96,12
25,24,84,60
120,84,120,12
120,120,96,120
45,48,72,48
100,96,48,12
115,72,108,12
70,60,24,0
70,120,12,84
80,36,36,0
30,108,48,96
60,60,48,0
60,60,12,0
100,48,24,12
30,72,60,0
75,120,0,120
30,96,12,72
50,96,60,12
90,48,72,60
105,96,84,36
40,48,60,12
120,108,36,12
0,84,108,0
115,120,0,72
45,84,72,12
45,36,48,12
115,120,12,36
50,72,72,48
110,120,48,96
120,120,12,84
10,60,84,12
80,48,36,12
70,48,96,36
75,120,72,108
90,84,0,120
65,84,84,0
35,60,96,12
45,36,36,12
115,72,96,36
115,36,72,48
115,24,48,12
10,108,120,0
75,120,36,36
60,120,0,96
95,120,0,96
15,72,108,12
110,120,120,72
85,108,84,12
110,120,24,0
75,24,36,0
105,60,84,48
5,36,36,0
120,96,48,12
115,120,120,12
65,120,108,12
120,60,84,36
45,60,48,12
40,84,48,12
25,60,60,0
95,48,84,12
50,108,84,12
80,108,84,48
75,60,72,60
120,120,120,96
0,96,84,0
75,108,84,12
110,72,36,0
75,120,12,36
105,36,84,36
115,72,120,12
70,84,120,108
90,120,0,108
10,48,72,12
70,120,96,0
70,24,48,12
95,36,84,36
70,96,48,0
15,120,12,48
70,108,96,36
25,60,96,12
75,72,36,0
5,120,36,72
85,120,60,96
60,108,48,96
100,108,12,120
20,84,24,0
35,96,84,12
0,12,36,12
90,120,24,12
95,96,120,108
70,120,48,120
75,48,12,0
60,108,60,0
85,72,96,12
100,60,84,0
110,108,72,36
95,108,84,0
50,84,72,0
5,60,72,12
20,120,0,120
75,120,0,12
25,60,72,12
80,72,84,12
65,36,84,48
110,48,96,36
50,84,96,60
5,60,96,60
50,120,24,0
40,24,72,60
100,24,24,0
15,36,72,36
35,120,36,48
10,96,24,84
30,84,12,0
65,108,120,0
50,120,0,12
25,120,120,72
0,120,12,84
100,72,96,0
70,120,12,36
110,48,84,0
75,48,36,0
60,96,48,12
50,96,72,0
55,96,24,84
70,120,96,36
5,48,48,0
90,120,96,0
80,60,84,0
95,84,24,0
70,24,96,72
95,72,84,48
50,108,84,36
105,120,36,84
80,120,36,84
75,120,60,120
15,36,48,0
80,96,84,12
110,108,96,12
85,96,72,12
5,48,36,12
20,60,72,48
15,24,36,0
35,120,120,0
60,96,108,12
40,72,72,48
120,120,84,96
60,60,108,12
40,120,84,0
85,72,24,12
55,84,84,12
0,84,60,12
70,48,72,0
25,36,60,0
90,120,72,96
55,96,12,72
95,48,72,12
0,108,84,12
45,36,60,12
95,84,120,12
0,120,36,108
50,36,12,0
90,120,0,0
35,96,120,108
115,72,84,60
0,108,12,84
115,108,120,0
75,60,84,0
15,84,36,0
55,84,12,0
70,72,120,120
40,84,60,12
60,60,96,36
25,96,72,0
75,84,24,0
45,60,24,12
20,96,48,0
45,24,12,0
70,108,84,0
15,96,96,36
105,60,96,60
65,96,60,12
80,72,72,12
5,120,48,120
100,108,12,60
25,48,72,60
45,84,48,0
75,120,12,108
85,72,108,12
15,108,36,84
70,72,72,0
65,96,84,36
85,120,24,108
95,120,48,60
45,120,120,48
80,96,84,48
90,120,24,120
120,120,48,36
15,72,96,36
105,24,72,60
20,120,0,72
60,96,72,0
55,72,72,60
115,36,72,60
0,60,24,0
90,84,96,60
75,108,48,96
65,60,72,36
0,60,72,60
80,24,24,0
100,120,108,60
85,108,12,48
75,12,24,0
70,96,12,120
60,36,96,60
45,96,84,12
70,108,36,72
55,48,12,0
70,120,48,96
25,36,36,12
25,60,84,48
65,72,72,12
35,120,24,60
45,48,84,12
5,84,72,36
65,96,12,120
75,24,48,12
60,120,36,72
5,60,48,0
5,84,24,12
50,96,36,0
10,60,96,12
60,120,48,108
115,96,12,120
15,24,48,0
25,60,96,0
55,84,48,12
40,84,96,12
50,72,84,36
75,84,96,36
15,120,108,48
80,36,24,0
110,120,0,48
0,108,84,0
40,108,48,96
50,120,72,0
85,108,36,84
25,72,84,0
25,120,108,12
0,120,36,36
75,108,84,60
25,108,12,60
85,108,72,0
30,60,84,60
80,84,36,12
15,120,84,0
35,36,84,36
80,108,72,12
120,120,120,60
100,108,12,108
65,120,36,120
50,72,72,60
110,60,72,0
95,36,72,12
40,108,96,36
40,72,84,36
20,120,24,0
120,120,48,48
110,120,60,84
100,108,72,12
90,48,84,12
105,120,48,96
85,120,36,96
120,72,96,36
100,60,108,12
80,72,72,36
0,72,36,0
5,24,96,72
25,72,12,0
20,108,12,84
50,120,120,60
115,120,108,48
110,120,12,36
95,120,0,120
75,108,24,72
105,72,120,120
105,36,36,0
30,48,72,48
0,72,48,0
0,120,24,96
115,108,36,96
50,48,72,0
45,24,36,0
25,48,60,12
75,36,12,0
95,108,72,0
25,120,0,24
50,36,72,48
90,108,72,36
110,72,108,12
50,120,48,108
115,96,24,84
50,96,72,60
60,72,48,12
35,84,72,60
55,120,84,12
15,48,84,60
20,120,108,0
25,96,108,12
80,120,36,36
75,120,12,120
20,120,72,0
80,120,24,12
50,84,12,0
95,120,96,48
5,96,96,36
15,84,96,12
25,72,48,12
0,60,84,36
40,120,0,60
15,84,48,0
40,60,36,12
65,60,84,0
80,120,96,48
35,108,96,0
70,12,24,12
50,120,72,12
40,96,108,0
120,120,120,12
65,36,12,0
10,72,108,0
10,84,120,120
0,120,0,36
120,120,72,36
20,108,36,72
0,72,72,12
15,108,84,36
15,84,120,12
35,108,12,120
60,24,24,12
115,60,96,60
5,120,0,84
70,108,12,48
35,72,48,12
10,96,0,120
65,84,48,12
40,120,48,72
80,60,72,0
5,60,84,48
30,60,96,12
55,120,60,120
60,108,96,0
70,60,60,12
0,120,48,72
60,84,96,60
25,36,24,0
80,36,48,12
25,108,36,96
50,120,0,108
20,72,72,12
70,0,12,0
70,108,72,36
45,60,60,0
20,48,48,0
5,60,12,0
5,84,108,12
55,120,36,84
90,60,96,60
120,108,36,0
10,84,108,12
105,108,72,0
90,120,120,60
5,72,96,60
55,120,36,96
10,84,108,0
75,48,24,0
25,72,72,0
115,108,0,120
15,108,0,120
25,72,84,60
5,120,108,0
55,120,36,48
115,24,36,0
15,120,96,0
5,24,24,0
90,60,24,12
90,72,84,48
15,72,24,0
90,12,60,48
100,120,36,96
35,72,72,36
100,48,60,0
20,120,0,48
55,120,48,120
120,84,96,12
65,48,84,36
65,108,0,120
95,96,84,12
115,60,84,48
5,72,120,120
25,60,24,12
90,48,84,0
30,96,120,0
0,108,84,36
10,72,96,36
0,120,0,60
85,96,120,108
50,96,36,12
10,36,24,0
95,24,96,72
100,108,96,36
70,120,72,12
35,120,0,72
85,120,36,36
105,120,12,48
70,120,120,12
0,36,84,60
75,24,96,72
75,12,24,12
20,108,72,12
35,60,84,48
115,120,0,0
65,120,84,0
40,108,12,120
100,96,48,0
25,84,96,0
45,24,72,48
85,24,72,36
80,60,84,48
95,84,72,12
0,84,36,12
65,120,0,24
35,36,36,0
100,120,72,108
95,96,72,48
20,72,96,0
120,108,12,48
65,48,72,36
65,0,12,0
95,96,120,12
35,48,24,12
5,120,0,108
75,48,72,12
50,60,36,0
60,12,24,0
110,72,60,12
25,72,96,0
60,84,108,0
15,120,36,84
35,72,120,120
100,84,84,48
55,108,72,0
10,108,96,12
80,48,84,12
110,96,120,0
100,12,12,0
70,108,24,72
115,120,36,108
45,96,72,36
30,60,84,48
65,120,60,96
40,60,108,12
10,120,48,72
55,96,72,0
20,72,36,12
70,120,48,72
15,120,36,108
25,120,12,36
50,36,60,0
105,120,0,60
115,120,36,60
100,96,108,12
110,120,108,48
40,96,120,0
5,84,48,0
55,96,60,12
110,96,84,60
25,96,72,36
90,108,72,12
75,48,24,12
15,96,60,12
25,96,84,36
70,96,36,0
45,84,84,48
120,120,36,0
20,72,36,0
55,96,108,0
70,120,12,72
120,84,72,0
105,60,48,0
115,72,96,60
0,120,24,60
60,48,48,0
90,108,84,36
70,84,96,12
115,24,12,0
105,72,72,36
60,24,36,12
50,108,48,96
115,120,96,36
15,72,72,36
40,120,0,96
85,60,84,0
10,96,36,12
55,60,72,0
110,108,60,0
40,120,96,12
60,120,120,0
85,120,36,72
110,84,96,0
40,60,72,12
60,72,24,12
60,108,108,0
25,120,24,84
120,96,84,36
95,48,60,0
15,96,108,12
45,72,108,0
115,120,24,48
55,120,48,96
10,120,120,48
10,96,84,12
50,120,36,60
115,48,84,36
70,120,24,0
40,72,96,0
40,108,72,0
5,24,12,0
115,120,48,60
70,108,36,96
55,60,24,12
40,36,60,12
85,36,48,12
45,24,48,0
90,48,84,48
5,96,36,12
120,84,36,0
60,120,24,108
110,36,60,0
25,84,48,0
40,120,0,24
20,84,0,120
5,60,72,60
20,24,72,36
30,120,0,36
110,84,48,12
15,96,84,60
20,36,96,60
45,84,0,120
115,72,36,0
20,60,12,0
50,96,120,120
25,108,12,120
110,120,60,96
15,120,48,72
100,84,120,108
110,84,72,60
60,96,84,48
70,120,36,36
75,84,36,0
35,120,72,120
120,120,24,48
30,48,84,60
30,48,24,12
50,72,72,0
55,24,48,12
55,72,24,0
120,120,72,12
90,120,48,60
120,48,24,0
80,84,108,0
105,120,24,96
5,60,96,12
70,72,36,12
95,108,24,84
120,120,120,48
0,84,84,48
0,120,12,60
5,72,72,36
35,96,84,0
0,48,36,0
25,36,72,60
25,120,24,60
15,96,108,0
85,96,48,12
20,48,72,0
120,96,48,84
10,120,36,72
80,12,36,12
95,60,60,0
20,120,108,48
100,120,24,12
80,120,48,72
75,36,36,0
5,108,108,12
105,108,84,60
105,72,108,12
45,60,72,0
45,96,120,120
110,84,72,48
10,36,60,0
105,72,36,0
25,120,108,48
50,48,72,60
65,48,84,12
105,24,48,0
120,96,72,12
100,120,48,48
70,72,96,36
80,72,24,0
80,84,60,12
30,72,12,0
95,36,48,12
40,84,96,36
55,108,84,36
25,120,48,72
110,60,84,0
60,48,48,12
80,48,96,60
70,108,12,120
20,96,72,12
85,48,48,12
30,108,84,48
115,120,48,84
0,120,96,0
110,120,108,0
5,48,84,36
70,36,24,0
65,96,60,0
70,120,96,12
60,48,24,12
120,60,72,36
20,84,120,120
110,120,0,24
115,84,72,60
35,72,72,60
30,48,84,12
0,108,96,0
65,84,72,12
100,96,36,0
55,120,24,48
70,120,96,48
80,120,48,48
5,120,24,72
70,72,60,12
105,108,36,84
120,96,120,0
80,24,48,0
75,96,48,12
45,24,36,12
5,84,84,36
110,84,72,12
85,96,72,36
120,108,12,108
100,96,120,0
115,84,120,0
35,96,48,0
45,84,96,0
55,96,120,12
60,84,120,12
120,36,48,0
55,96,108,12
60,120,36,96
30,108,120,0
0,108,12,48
35,96,84,48
75,48,84,12
25,108,12,96
105,120,60,72
25,120,72,96
110,108,36,96
55,60,24,0
90,108,12,48
95,84,84,12
55,24,72,60
50,120,120,0
120,96,72,0
50,72,120,120
15,84,84,0
70,60,36,12
0,96,84,48
40,120,0,0
55,24,84,60
25,108,12,108
120,108,24,84
60,60,60,12
85,108,108,0
70,60,84,48
20,120,96,0
45,84,84,12
75,60,84,12
0,24,48,12
95,120,36,36
70,120,24,48
5,120,36,60
50,96,72,48
10,120,0,12
70,120,36,120
50,60,72,48
0,84,0,120
110,36,60,12
65,72,24,12
110,72,72,48
15,84,84,60
25,120,60,84
95,84,72,60
25,120,0,60
0,108,36,84
30,96,36,12
85,96,108,0
85,24,36,0
25,84,60,12
65,108,12,108
75,120,12,72
85,108,108,12
0,48,108,36
80,48,48,0
120,72,96,12
60,60,24,0
105,120,48,108
45,120,120,12
70,12,60,48
120,108,24,12
70,60,48,12
35,60,84,12
115,36,12,0
50,120,108,60
110,120,0,12
15,120,120,60
80,96,96,60
95,84,60,12
100,120,72,96
30,96,84,0
80,120,60,72
40,108,108,0
30,96,96,36
35,108,12,60
80,24,96,72
45,12,60,48
25,120,12,96
15,72,120,120
40,120,12,60
35,84,84,36
85,120,12,12
30,48,72,12
25,108,36,84
35,108,96,36
95,60,72,0
60,96,96,60
70,120,72,120
55,48,72,12
5,96,120,120
10,72,72,48
30,120,60,120
40,24,72,36
35,120,0,60
30,60,96,0
20,36,72,60
110,120,72,0
80,120,36,120
85,120,36,84
65,108,12,84
70,48,60,0
90,96,72,0
25,36,84,36
45,96,72,60
80,60,72,36
90,72,72,36
10,0,12,0
10,120,120,72
75,48,96,36
30,72,108,0
50,84,24,0
100,96,24,84
115,60,84,12
45,108,12,48
90,60,72,60
115,108,96,36
50,48,36,0
50,48,12,0
10,120,120,0
95,36,48,0
90,72,108,0
120,108,48,96
75,120,48,48
50,96,96,12
80,48,24,12
20,48,72,60
0,72,12,0
20,120,48,84
15,120,36,72
0,120,120,48
65,12,36,12
100,60,96,36
120,72,36,0
55,60,96,60
15,108,24,84
110,36,36,12
50,72,84,12
95,108,12,108
120,120,48,96
95,24,72,60
85,84,60,0
10,96,84,0
55,96,120,0
15,120,48,84
110,48,12,0
90,120,60,108
50,36,48,0
35,24,96,72
10,72,36,0
35,12,24,0
100,120,72,120
40,96,108,12
75,84,12,0
20,120,24,72
90,120,48,48
80,120,84,12
105,108,96,12
120,72,84,36
30,60,96,60
80,36,72,12
75,108,60,12
115,72,24,12
85,120,48,108
120,72,72,48
45,48,36,0
35,84,36,12
5,72,96,36
45,36,72,60
50,60,24,0
45,120,24,96
120,120,72,108
30,120,120,72
40,108,12,96
30,60,72,48
5,96,12,72
75,72,60,0
100,120,36,48
25,72,72,60
60,96,72,36
70,24,12,0
55,120,24,0
95,72,96,12
120,108,60,12
0,36,84,48
45,72,60,12
100,120,60,96
55,120,108,0
40,24,24,12
15,48,36,12
10,84,84,36
110,84,84,36
115,120,0,108
45,120,36,108
35,96,36,12
90,72,84,36
25,48,84,36
0,48,84,0
85,60,72,12
35,72,36,0
70,72,48,12
25,72,24,12
85,120,12,72
35,96,108,12
90,96,120,12
70,96,120,0
70,108,108,0
120,120,0,108
20,120,120,0
60,36,36,12
45,96,0,120
70,108,84,36
50,72,48,12
70,108,12,108
75,48,72,36
60,72,60,12
105,120,24,12
50,120,108,48
50,108,24,84
75,120,36,108
120,108,108,0
60,120,84,0
20,36,72,36
105,96,72,48
105,120,12,96
45,24,72,36
5,120,72,96
95,120,48,108
85,24,24,12
55,120,0,84
0,84,84,36
0,108,96,60
100,84,96,0
65,120,108,0
75,96,84,12
5,60,96,36
45,60,36,0
100,36,84,48
20,24,24,0
115,36,36,0
115,108,24,84
5,96,12,120
50,84,96,12
40,120,12,96
5,36,60,12
50,120,36,96
95,84,0,120
70,24,24,12
115,84,36,0
10,84,96,36
5,108,12,84
115,120,24,12
40,96,84,0
95,96,12,72
90,72,108,12
95,120,0,108
85,48,72,12
25,48,84,60
75,108,12,108
120,36,36,0
10,60,36,0
110,108,108,12
0,96,120,108
65,120,48,84
50,108,84,0
95,120,24,84
120,84,108,0
