mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_layer_sizes,param_activation,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
2.696132183074951,0.5069870948791504,0.0015153884887695312,0.0005154609680175781,"(100, 150, 100, 100)",relu,"{'hidden_layer_sizes': (100, 150, 100, 100), 'activation': 'relu'}",-0.004626904848132814,-0.007424976397893839,-0.006025940623013327,0.0013990357748805125,270,-0.004033359790232417,-0.00596751443472507,-0.005000437112478743,0.0009670773222463266
2.1967638731002808,0.18382036685943604,0.0010135173797607422,8.106231689453125e-06,"(100, 100, 125)",relu,"{'hidden_layer_sizes': (100, 100, 125), 'activation': 'relu'}",-0.0058335430779226614,-0.007267921577126574,-0.006550732327524618,0.0007171892496019563,357,-0.005236246329121961,-0.006089727611626008,-0.005662986970373984,0.0004267406412520234
9.270042777061462,1.2784217596054077,0.003991603851318359,3.4332275390625e-05,"(280, 310)",tanh,"{'hidden_layer_sizes': (280, 310), 'activation': 'tanh'}",-0.008629599924389745,-0.011863736273392501,-0.010246668098891123,0.001617068174501378,868,-0.008080950459809378,-0.011203337575758166,-0.009642144017783773,0.001561193557974394
27.426767945289612,0.1204155683517456,0.008823513984680176,0.00017154216766357422,"(1240,)",tanh,"{'hidden_layer_sizes': (1240,), 'activation': 'tanh'}",-0.03134219169719672,-0.03139302816266672,-0.03136760992993172,2.5418232734997215e-05,1191,-0.03176356599204152,-0.030670318290198853,-0.031216942141120186,0.000546623850921333
6.040770173072815,0.6258367300033569,0.003989696502685547,9.5367431640625e-06,"(200, 230)",tanh,"{'hidden_layer_sizes': (200, 230), 'activation': 'tanh'}",-0.009286387328890453,-0.011329223097411004,-0.01030780521315073,0.0010214178842602754,879,-0.008773401655710883,-0.01016763532243097,-0.009470518489070927,0.0006971168333600435
24.272003889083862,0.7921309471130371,0.008831977844238281,0.00017523765563964844,"(1305,)",tanh,"{'hidden_layer_sizes': (1305,), 'activation': 'tanh'}",-0.03712354265107057,-0.039638389518162676,-0.03838096608461662,0.0012574234335460538,1210,-0.03756787791120339,-0.039081409195630606,-0.038324643553417,0.0007567656422136082
3.070483922958374,0.6866879463195801,0.002009749412536621,1.1086463928222656e-05,"(150, 280)",relu,"{'hidden_layer_sizes': (150, 280), 'activation': 'relu'}",-0.008806107119543749,-0.006616250622044184,-0.007711178870793966,0.0010949282487497823,523,-0.008444169095697215,-0.00564162660718831,-0.007042897851442763,0.0014012712442544525
4.20151424407959,0.5226438045501709,0.002489924430847168,0.0005072355270385742,"(300, 150, 300)",relu,"{'hidden_layer_sizes': (300, 150, 300), 'activation': 'relu'}",-0.005719748374913189,-0.005317022408906711,-0.00551838539190995,0.0002013629830032392,189,-0.005077616527504724,-0.004133864678613938,-0.00460574060305933,0.00047187592444539314
7.435418486595154,1.0759023427963257,0.005204677581787109,0.0001838207244873047,"(100, 150, 300, 100)",tanh,"{'hidden_layer_sizes': (100, 150, 300, 100), 'activation': 'tanh'}",-0.006957398918869167,-0.006095716923351244,-0.006526557921110205,0.00043084099775896143,354,-0.006509810742625189,-0.005004031136813927,-0.005756920939719558,0.0007528898029056309
6.2941741943359375,1.145862102508545,0.0065233707427978516,0.00048470497131347656,"(300, 300, 150, 100)",tanh,"{'hidden_layer_sizes': (300, 300, 150, 100), 'activation': 'tanh'}",-0.010231659640667695,-0.008637159988071732,-0.009434409814369714,0.0007972498262979813,746,-0.009401819952829894,-0.007406519498577307,-0.008404169725703601,0.0009976502271262931
7.531991004943848,4.027656555175781,0.0029555559158325195,1.728534698486328e-05,"(100, 250, 300, 100)",relu,"{'hidden_layer_sizes': (100, 250, 300, 100), 'activation': 'relu'}",-0.0026620144495465526,-0.008636621326521004,-0.005649317888033778,0.0029873034384872254,211,-0.002002463583016063,-0.007440896798951909,-0.004721680190983986,0.002719216607967923
5.200428128242493,0.4095674753189087,0.0024466514587402344,0.0005054473876953125,"(310, 220)",relu,"{'hidden_layer_sizes': (310, 220), 'activation': 'relu'}",-0.005760090486378962,-0.007052886403359367,-0.006406488444869164,0.0006463979584902025,336,-0.005074671757935952,-0.005935125507308311,-0.005504898632622131,0.0004302268746861795
