p_x,p_y,p_z,roll,pich,yaw
22.488918106259,48.2276405136452,10.0,2.356194490192345,-1.5707963267948966,1.9198621771937625
-23.0474129826174,39.9192902689159,0.20224228205164,3.1415926535897927,-1.3613568165555772,2.094395102393196
7.67424550640249,28.6406741396512,0.365803576126575,3.141592653589793,-0.7330382858376187,1.308996938995747
7.252464974161311e-15,43.0504750507753,29.1673064087646,-5.46527825777667e-17,-1.1519173063162578,-1.5707963267948968
17.2933271103665,47.5130257429743,20.5801345412645,2.588018294692748,-1.5707963267948966,1.7753048352930758
-7.47563654026278,42.3964416008622,20.117731892693,4.719457208834655e-17,-1.1519173063162575,-1.396263401595464
-7.77605021440544,29.020614482368,30.8614277280324,-5.377616148241292e-16,-1.3613568165555772,-1.3089969389957468
11.7939775484965,44.0157234343157,2.6787404246356,3.141592653589793,-1.1519173063162575,1.3089969389957472
-13.0864877308958,48.8394371043298,20.5801345412645,2.588018294692748,-1.5707963267948966,2.386170073491092
-3.65074806893417,41.7282413721225,25.5884572681199,-3.520166866867165e-17,-1.151917306316258,-1.4835298641951802
-16.2976044926295,44.7773003347019,27.1190172933128,3.838940565037598e-17,-1.3613568165555772,-1.2217304763960308
-3.18714868082185,36.4292761184706,30.3778922592129,-8.301077816439284e-17,-0.9424777960769386,-1.4835298641951802
14.3264154307987,39.3615028978457,10.9459381173911,3.141592653589793,-1.151917306316257,1.2217304763960306
3.58811152331131,41.0123023795889,23.3766068585931,-2.966000735097487,-1.5707963267948966,1.3079379457028737
-3.48676346355562,39.8538887557981,28.84733223402,-4.321959156723693e-17,-0.9424777960769388,-1.4835298641951802
18.6853537505927,40.0708704303154,10.9459381173911,3.156751893016505e-16,-1.3613568165555774,-2.00712863979348
-6.62026936289469,37.5454132787568,4.42818818559086,3.141592653589793,-0.9424777960769376,1.745329251994329
13.1037542858062,28.1010917505681,13.2588749659001,-3.141592653589793,-1.1519173063162575,1.134464013796314
-14.7241296471043,40.4542137265414,14.5247872580358,3.141592653589793,-1.361356816555577,1.9198621771937625
12.8217089863929,35.227355918933,0.466890015108799,3.141592653589793,-1.1519173063162575,1.2217304763960306
9.70265214256922,36.2107907642353,0.466890015108799,3.141592653589793,-1.1519173063162575,1.3089969389957472
5.14884345789762,29.2005422948323,0.365803576126575,3.141592653589793,-0.7330382858376185,1.3962634015954634
3.75209612868985,42.8866549959133,29.1673064087646,-5.46527825777667e-17,-1.1519173063162578,-1.6580627893946132
-13.9460832341902,38.3165487757724,34.6038381627521,-1.6085408556511123e-16,-1.361356816555577,-1.2217304763960308
8.83051439680933,32.9559283858608,27.9013941166289,-2.261839224800564,-1.5707963267948966,0.4292435102065176
-2.80370983858238,32.0465500967632,16.8377241065449,-3.141592653589793,-1.3613568165555774,1.6580627893946127
-14.2151458204354,39.0557921559011,15.0083227268554,3.059214814160296,-1.5707963267948963,2.00224001662326
4.05171091142362,46.3112676332408,3.94465271677131,1.0709099187369728,-1.5707963267948966,-2.728972708131586
13.0688847720153,48.7737419674244,6.25758956528033,3.1415926535897927,-1.361356816555577,1.3089969389957474
3.85344418844553,44.0450686197041,16.5388827520482,1.5088270778761366e-16,-1.3613568165555772,-1.6580627893946134
-22.5,38.9711431702997,25.5884572681199,3.141592653589793,-1.5707963267948966,2.094395102393196
-17.6212199919909,37.7888282206459,13.7424104347197,2.3327894854463225e-16,-1.3613568165555772,-1.134464013796315
4.01742879382408,45.9194212360286,7.68706315149097,3.772448141058315e-16,-1.3613568165555772,-1.6580627893946136
-15.8431848828706,33.9758196242285,31.6438045513486,-2.9417400365518624e-16,-1.3613568165555772,-1.1344640137963142
-9.11387620768483,34.013449060973,36.7532137171862,-8.910379227921757e-17,-0.7330382858376187,-1.3089969389957472
16.9073186414725,36.2578618338979,7.68706315149097,3.141592653589793,-1.151917306316257,1.134464013796314
-15.8431848828706,33.9758196242285,0.466890015108799,3.141592653589793,-1.1519173063162575,2.007128639793479
-12.9048538980932,35.455794686372,33.9567413998576,-9.647059319822375e-17,-0.942477796076938,-1.2217304763960308
3.58811152331131,41.0123023795889,32.4261813746647,-5.667940660106784e-17,-0.942477796076938,-1.6580627893946132
6.50129296338215e-15,48.0443509144595,23.3766068585931,2.8154135836976093,-1.5707963267948966,1.8969753966870808
-3.5881115233113,41.0123023795889,2.21633777606406,3.141592653589793,-0.942477796076938,1.6580627893946132
14.7241296471043,40.4542137265414,29.1673064087646,-5.46527825777667e-17,-1.1519173063162578,-1.9198621771937627
-14.825503863834,25.6785259399692,34.6038381627521,-5.248900582946355e-16,-1.3613568165555774,-1.0471975511965976
16.1630731995069,44.4076786446375,30.8614277280324,5.126096217987007e-17,-1.3613568165555772,-1.9198621771937627
8.44152082320658,47.8742435745758,31.6438045513486,3.8389405650376e-17,-1.1519173063162575,-1.7453292519943298
-8.18310296189706,46.4086830558667,10.0,2.356194490192345,-1.5707963267948966,2.530727415391778
-12.8828783148899,48.0795564188963,28.0649554107038,1.3365720293688835e-16,-1.3613568165555772,-1.3089969389957474
9.21568091568779,34.3933894036897,1.63171586826228,3.141592653589793,-0.942477796076938,1.308996938995747
-6.87868722420419,39.0109737974659,16.0553472832287,-3.141592653589793,-1.361356816555577,1.745329251994329
7.630768509187751e-15,35.9319873895931,16.8377241065449,-3.141592653589793,-1.3613568165555772,1.570796326794896
4.63784587317445,53.0108209025299,10.0,2.356194490192345,-1.5707963267948966,2.2689280275926285
3.63398995158461,41.5366952143212,13.7424104347197,2.3327894854463225e-16,-1.3613568165555774,-1.6580627893946136
-12.3329883182479,46.0273390128544,0.365803576126575,0.7549486570649259,-1.5707963267948966,-2.063945596060673
-15.6769508690013,33.6193296310616,20.4165732471896,-3.141592653589793,-1.361356816555577,2.0071286397934784
-6.23952413015395,35.3860997624082,31.4802432572737,-1.7372564209460543e-16,-1.1519173063162575,-1.3962634015954638
-3.03033098958379,34.6368417056213,13.2588749659001,-3.141592653589793,-1.1519173063162575,1.658062789394613
-23.825503863834,41.2669832080891,0.365803576126575,0.7549486570649259,-1.5707963267948966,-1.802146208261524
6.88630950976511,25.7000569670881,29.3308677028396,-6.502549169613668e-16,-1.3613568165555772,-1.8325957145940448
-13.5483690178846,37.2238379470767,38.1826873033968,-1.1215601729042427e-16,-1.151917306316257,-1.2217304763960308
-10.5535069089672,39.3862239822947,19.6341964238734,-3.141592653589793,-1.361356816555577,1.832595714594046
-7.24032304537451,41.0619124553916,6.25758956528033,3.1415926535897927,-1.361356816555577,1.7453292519943295
-2.7023617788267,30.8881364729724,6.74112503409989,3.141592653589793,-0.9424777960769382,1.658062789394613
6.684840929579341e-15,33.7251444743907,31.6438045513486,-4.173132532635485e-16,-1.3613568165555772,-1.5707963267948966
12.2894634769648,33.7650234001729,31.4802432572737,-1.7372564209460543e-16,-1.1519173063162575,-1.9198621771937627
-19.2249711869413,33.2986268698302,12.476498142584,3.141592653589793,-1.151917306316257,2.094395102393196
17.0242645241213,46.7737823628455,13.0953136718252,3.141592653589793,-1.361356816555577,1.2217304763960306
-26.0252375253876,45.0770336730195,13.5788491406447,1.6776847704579605,-1.5707963267948966,-2.724882321654558
