theta_1,theta_2,theta_3,theta_4
90,60,12,0
65,72,120,120
120,120,108,12
0,120,108,60
85,120,108,60
10,108,84,36
50,108,84,60
45,120,72,12
100,108,72,36
30,120,96,48
110,120,120,60
10,84,72,36
55,72,24,0
115,120,96,0
65,72,60,0
110,84,120,120
75,84,24,12
105,108,48,0
65,72,36,12
80,108,60,0
95,84,72,36
110,84,72,36
75,84,84,60
75,120,108,48
100,96,36,0
15,96,60,0
5,96,96,60
95,120,120,48
30,72,72,60
15,120,72,12
45,60,36,0
15,108,72,36
45,84,72,0
95,72,72,60
95,84,72,48
50,96,36,0
30,84,120,108
100,96,72,0
90,48,12,0
70,96,84,36
70,84,24,12
120,72,24,0
15,84,24,0
75,96,84,12
90,72,72,60
50,60,72,60
85,72,36,0
90,120,108,48
115,96,120,120
60,96,72,36
50,72,72,60
40,84,36,12
20,84,84,60
5,84,60,12
40,108,96,0
105,72,48,0
55,108,96,0
0,120,120,72
0,96,72,48
40,72,48,12
85,60,36,12
120,120,120,72
55,96,36,0
10,108,96,12
40,96,84,12
55,48,24,0
100,96,72,36
85,84,12,0
15,120,120,60
30,48,12,0
110,72,48,12
110,84,24,0
115,96,84,60
35,108,84,36
0,120,120,60
105,108,84,0
110,96,96,36
20,96,60,0
50,120,72,0
110,96,96,60
110,96,84,36
10,48,12,0
35,96,72,36
85,60,24,0
60,96,120,120
15,108,48,0
80,84,84,60
10,96,72,12
60,96,96,60
20,96,120,120
0,84,36,0
60,96,120,108
55,72,36,12
120,96,84,60
35,120,108,60
60,108,84,48
25,84,24,12
75,72,36,0
40,108,84,60
120,120,120,48
25,96,72,0
110,84,120,108
10,108,84,48
110,120,108,60
15,96,72,36
15,108,84,60
10,72,72,48
45,84,96,60
80,60,36,12
115,108,84,60
5,96,72,48
70,48,24,0
110,84,36,12
45,108,96,12
95,72,12,0
10,60,24,0
0,84,72,36
80,72,60,12
5,120,72,12
95,108,84,60
65,96,84,48
5,120,84,0
120,84,120,120
55,60,36,0
95,84,96,60
65,48,12,0
75,96,72,0
60,36,12,0
25,72,72,60
35,72,84,60
105,72,24,12
110,108,84,0
60,48,12,0
110,120,84,0
65,84,120,108
65,108,96,36
0,108,72,0
95,84,84,60
5,96,84,48
25,96,72,48
120,84,36,12
85,96,72,36
95,60,36,12
85,96,72,48
105,108,96,60
30,108,60,12
100,84,48,0
120,84,12,0
105,84,72,36
115,108,84,36
0,84,48,0
105,96,120,108
55,96,36,12
45,60,24,12
100,60,36,12
90,108,60,0
20,72,48,0
15,84,60,0
60,84,48,0
120,120,96,48
95,84,36,0
120,96,24,12
80,120,108,0
115,120,84,0
60,108,60,0
10,120,96,48
80,96,84,12
110,72,12,0
115,84,48,0
80,96,48,12
60,120,108,0
120,96,96,36
105,108,72,12
30,84,60,12
25,96,120,108
105,108,84,12
35,84,24,12
80,108,60,12
55,108,84,60
105,60,24,0
25,108,48,0
60,96,36,12
20,84,24,12
105,120,120,48
60,96,36,0
120,84,120,108
75,96,84,36
85,48,24,12
90,96,96,36
60,60,24,12
65,96,48,0
70,108,84,48
45,120,96,12
20,96,72,12
50,120,84,12
65,96,60,12
105,96,60,0
90,108,84,12
85,96,84,0
55,84,120,108
115,120,120,48
80,72,120,120
80,108,96,0
65,60,48,12
5,72,36,0
5,108,72,36
35,84,72,48
60,72,48,0
110,108,84,48
100,108,96,36
60,84,120,120
115,120,120,72
10,96,96,36
100,84,36,0
30,120,96,0
25,84,72,36
85,84,24,0
85,108,72,0
45,96,120,108
55,120,120,48
45,84,120,120
40,96,72,12
120,96,72,36
105,60,12,0
115,96,96,36
75,120,120,72
5,120,120,72
45,84,60,12
10,60,36,12
100,120,84,0
90,96,120,120
55,72,120,120
65,72,24,12
50,108,72,12
120,84,24,0
10,84,48,0
5,108,96,12
70,96,72,60
10,96,60,0
60,120,108,60
25,96,36,12
120,96,36,0
10,108,84,60
55,96,72,48
5,120,120,48
40,120,108,12
25,120,72,0
105,96,84,48
90,72,36,0
70,84,12,0
65,60,36,12
70,108,48,0
20,60,24,12
55,108,96,36
110,96,72,0
105,72,36,0
120,84,72,36
115,84,24,12
15,120,120,72
95,96,48,0
90,84,72,12
85,72,60,12
40,96,72,0
110,120,84,12
65,120,108,12
70,72,12,0
80,120,96,48
5,108,84,12
75,96,84,0
30,72,72,48
95,84,48,0
70,60,48,12
65,120,96,0
55,60,12,0
95,60,24,12
85,84,72,48
10,120,96,0
55,96,60,12
65,96,84,36
55,96,120,120
30,96,72,36
65,96,84,0
55,96,96,12
30,96,72,0
75,108,96,60
50,120,120,60
15,48,12,0
95,96,84,36
5,72,24,12
25,96,36,0
30,60,24,12
105,84,48,0
60,84,48,12
0,72,24,12
25,108,72,12
15,96,84,36
85,96,36,12
5,120,120,60
120,108,72,60
105,96,84,60
35,96,120,120
75,108,72,0
110,96,36,0
40,96,84,60
60,84,84,36
40,72,48,0
70,108,84,60
60,96,72,60
100,120,96,0
100,84,24,0
100,120,96,12
15,84,60,12
90,120,96,12
55,120,108,48
115,120,96,48
115,120,120,60
35,120,120,60
95,60,24,0
90,72,24,12
120,108,72,0
85,96,84,60
75,96,60,12
105,96,60,12
85,84,48,12
40,84,24,12
40,96,48,0
110,84,48,0
105,72,72,60
15,72,24,0
60,84,72,12
75,108,60,12
25,96,84,48
5,84,12,0
85,84,120,108
40,120,72,0
25,96,84,12
15,84,84,48
30,96,60,0
85,60,36,0
75,96,48,12
110,108,84,36
5,108,72,0
100,84,72,36
100,84,36,12
120,120,120,60
90,120,96,36
80,96,72,48
25,84,24,0
0,60,24,12
55,60,24,12
110,72,48,0
120,120,72,0
100,96,72,60
40,84,72,12
5,96,120,108
105,84,24,12
45,84,48,12
10,96,72,0
45,84,72,60
70,72,36,12
60,120,120,60
50,60,24,12
100,72,12,0
95,108,96,36
50,96,120,108
40,120,108,0
10,72,24,12
80,96,84,0
100,84,120,120
70,84,120,108
75,96,72,48
50,120,120,48
75,72,36,12
15,108,72,12
10,84,60,12
120,84,48,12
40,108,60,0
35,72,72,60
105,96,48,12
80,72,72,48
45,96,72,48
5,72,36,12
80,72,48,0
120,72,48,12
120,96,72,0
35,120,84,12
65,84,72,48
20,120,120,60
60,120,72,12
70,96,120,120
20,120,72,12
45,120,120,60
80,108,72,0
75,84,72,48
80,108,84,0
75,84,12,0
105,96,72,12
75,108,84,36
65,96,72,48
95,96,72,60
90,60,24,0
10,60,12,0
0,72,48,12
65,96,96,36
35,84,48,12
95,84,48,12
65,120,96,48
90,108,72,0
100,84,60,0
60,60,72,48
10,96,120,120
120,96,72,48
105,60,24,12
15,72,24,12
25,120,108,60
5,120,108,12
110,84,84,48
95,72,48,0
10,120,120,60
0,96,48,12
115,84,120,108
70,72,60,12
50,108,96,36
20,108,96,36
80,108,84,36
115,108,96,36
120,120,84,48
120,60,36,12
60,120,108,12
30,84,72,48
15,96,48,12
85,96,84,12
110,60,12,0
55,72,48,12
5,84,36,12
80,96,72,60
70,84,48,12
75,96,36,12
50,120,108,48
30,108,96,12
95,96,84,12
55,96,84,12
60,108,96,0
45,120,96,48
80,84,84,48
40,108,96,12
115,96,36,12
25,60,12,0
50,120,108,60
50,96,48,0
15,108,84,0
45,72,36,12
20,96,120,108
120,108,84,60
95,120,96,48
70,96,96,60
100,108,96,60
70,108,96,60
15,72,72,48
30,120,84,0
50,72,48,0
5,120,96,0
10,120,108,60
70,84,84,48
15,96,48,0
80,84,36,12
100,72,72,60
20,72,72,48
95,108,72,0
65,96,120,108
55,120,72,12
25,84,48,0
25,108,60,12
20,96,60,12
95,96,96,60
10,108,72,0
45,108,60,12
120,72,36,12
45,84,72,48
50,96,60,12
5,108,84,0
45,108,48,0
115,120,72,12
40,96,120,108
20,84,96,60
100,84,48,12
55,84,96,60
40,108,84,36
45,108,84,48
50,108,60,12
80,60,24,12
120,72,36,0
15,120,96,48
60,108,84,60
100,96,36,12
35,96,72,0
30,84,96,60
65,120,96,36
110,96,84,60
105,120,120,60
80,108,72,36
115,84,12,0
25,72,48,12
115,84,48,12
40,72,36,12
70,60,24,0
55,120,108,0
105,108,84,36
45,84,120,108
20,48,12,0
65,60,48,0
50,120,72,12
110,84,60,0
120,84,60,12
80,108,84,48
70,96,84,0
80,72,36,12
80,120,72,12
50,84,84,48
15,84,36,12
120,108,48,12
70,96,72,48
55,84,84,60
10,120,96,36
0,96,84,60
75,72,60,12
15,84,72,48
0,72,24,0
40,96,84,36
100,72,48,0
25,120,72,12
115,96,84,12
60,108,48,0
65,120,120,48
120,120,108,48
45,96,48,12
5,72,48,12
85,84,120,120
85,96,96,36
110,96,60,0
45,96,96,60
60,72,36,12
70,96,72,12
115,84,72,48
65,72,72,48
70,60,36,12
0,120,84,0
25,96,72,60
5,60,24,12
35,48,12,0
25,96,48,12
35,96,48,0
10,72,12,0
120,120,48,0
55,96,84,36
65,84,84,48
100,108,60,0
105,48,12,0
35,96,36,0
15,84,96,60
70,120,108,60
50,84,72,60
35,120,96,0
80,108,96,36
35,72,120,120
85,120,108,12
90,84,24,0
60,84,24,12
35,96,84,36
30,72,12,0
0,120,96,36
10,120,84,12
75,84,84,48
45,84,72,12
55,84,72,48
90,84,36,0
15,108,84,48
60,108,96,60
55,72,72,48
40,84,60,12
120,72,72,60
60,48,36,12
60,96,84,0
15,108,72,0
20,96,48,12
45,60,12,0
105,84,48,12
105,72,72,48
70,84,36,0
85,72,120,120
105,120,84,12
15,72,36,12
105,120,72,0
60,120,120,12
60,60,36,12
60,108,72,36
100,120,96,36
115,120,96,36
75,120,108,0
90,60,36,0
95,72,36,12
0,84,48,12
50,48,12,0
15,96,72,12
85,84,84,48
110,60,24,0
15,120,96,36
120,72,24,84
80,84,60,12
105,96,72,60
90,96,36,0
0,96,72,12
80,96,96,60
20,72,24,0
50,120,96,12
55,84,120,120
25,72,36,0
85,108,84,12
60,72,72,36
10,120,72,12
80,96,96,36
55,84,24,12
120,108,72,12
50,84,120,108
50,72,24,12
80,108,96,60
20,72,12,0
30,120,96,36
40,96,72,36
5,96,60,12
60,48,24,12
0,108,84,36
40,108,84,12
40,84,48,0
15,84,72,60
90,120,84,0
75,108,84,48
20,108,72,0
60,108,72,0
75,84,84,36
70,96,36,0
120,108,72,48
55,72,36,0
90,120,120,72
50,60,36,12
115,108,96,60
35,84,60,0
85,84,36,0
60,96,96,36
120,108,72,36
45,108,96,60
20,96,72,0
65,96,96,60
80,120,84,0
5,108,48,0
15,120,84,0
90,120,72,12
105,96,120,120
75,120,84,0
105,96,84,36
5,84,84,60
85,84,72,60
100,60,24,12
95,96,84,60
65,72,72,36
80,120,72,0
10,84,48,12
15,108,84,36
105,120,120,72
75,84,72,60
70,120,96,48
70,96,120,108
30,84,12,0
15,60,36,12
50,96,72,12
0,96,72,0
115,72,36,12
60,96,48,12
45,84,24,0
0,84,84,48
10,60,24,12
55,96,72,0
35,48,24,12
0,120,96,12
20,84,60,12
90,108,96,0
0,108,60,0
70,96,96,36
10,108,48,0
55,96,60,0
25,72,12,0
115,120,96,12
100,108,84,48
55,84,60,0
80,84,72,60
40,72,24,0
35,96,96,36
110,96,48,0
0,72,12,0
100,120,72,0
0,108,48,0
100,120,108,48
85,108,96,36
5,96,36,12
50,96,72,60
115,84,72,36
60,48,24,0
10,120,84,0
5,84,24,12
0,84,24,12
115,72,12,0
20,60,36,12
35,108,96,12
40,120,96,0
65,96,36,12
120,96,24,0
50,60,48,12
70,96,36,12
95,108,84,0
30,96,72,12
80,96,72,12
120,120,84,60
120,108,84,36
110,120,96,48
75,96,120,120
0,108,60,12
50,60,36,0
70,60,24,12
10,84,120,108
40,108,84,48
0,96,96,60
60,96,84,12
5,108,84,48
55,72,60,0
5,60,36,12
40,48,12,0
115,108,96,12
120,120,108,72
50,72,84,60
35,108,84,60
15,72,72,60
20,96,36,0
15,84,48,12
25,120,120,72
0,84,12,0
5,84,36,0
105,108,60,12
25,108,84,0
5,84,72,60
55,96,48,0
30,120,120,60
55,84,36,0
35,120,108,12
15,72,12,0
120,120,108,96
120,96,36,12
40,84,120,108
75,96,72,60
30,108,84,0
45,96,84,60
30,96,36,0
65,108,60,12
105,96,36,0
75,108,96,0
40,96,36,12
75,120,72,12
25,120,108,48
45,96,96,36
15,120,108,48
55,84,84,48
0,96,72,36
15,84,120,120
45,84,48,0
55,96,120,108
65,120,72,0
110,84,72,60
105,84,12,0
70,84,24,0
85,108,96,12
60,72,120,120
105,84,120,120
10,96,84,36
65,84,84,12
10,96,96,60
85,72,12,0
70,120,96,0
110,48,12,0
70,108,108,12
35,84,96,60
90,120,120,60
115,84,36,12
85,96,72,60
70,48,24,12
85,84,60,12
5,72,24,0
80,96,72,36
55,108,60,12
40,84,12,0
80,72,24,12
65,120,120,12
15,96,84,48
25,96,120,120
105,108,60,0
0,108,84,0
55,120,108,12
0,120,72,12
25,96,84,36
35,96,60,0
90,96,72,36
20,120,120,48
35,72,24,0
10,96,48,12
110,72,36,0
75,72,72,48
120,96,72,60
115,72,24,12
95,120,108,12
120,96,48,0
75,108,96,12
80,84,72,36
100,96,84,60
120,120,84,12
5,120,96,36
85,72,36,12
90,84,48,0
100,96,48,0
65,84,72,36
90,72,48,12
75,96,84,48
80,108,48,0
45,108,96,36
35,120,84,0
60,120,120,72
110,96,120,120
30,84,84,36
120,84,72,48
60,72,84,48
110,96,48,12
85,48,12,0
40,108,84,0
80,96,60,0
70,108,84,36
90,108,48,0
120,96,60,0
120,108,96,12
65,84,12,0
105,84,60,12
110,120,108,48
90,120,108,0
115,60,36,12
70,84,36,12
115,72,48,12
70,108,96,36
120,120,60,12
35,84,84,60
70,72,24,0
45,108,96,0
5,120,96,12
80,72,24,0
30,84,36,12
80,72,72,36
5,96,60,0
85,72,48,12
0,84,72,48
0,120,96,0
50,108,96,12
70,96,84,48
95,72,48,12
75,120,96,48
105,84,72,48
50,84,72,36
80,120,108,60
70,72,24,12
85,108,96,60
120,84,72,60
5,96,48,12
120,96,84,48
30,120,84,12
70,120,96,12
115,96,72,12
15,108,96,12
85,120,96,12
70,120,108,48
30,72,36,0
35,96,72,60
0,84,60,12
100,96,60,0
90,84,72,48
120,108,36,12
100,96,84,12
0,60,36,12
65,84,48,0
65,120,120,60
65,108,96,12
20,108,84,60
120,72,36,96
95,120,96,12
90,96,96,60
70,60,12,0
10,96,120,108
0,96,96,36
5,120,108,48
60,84,72,48
35,108,60,12
50,72,12,0
105,96,72,48
50,96,120,120
0,84,120,120
95,96,60,0
15,120,108,60
65,48,24,12
70,96,48,12
45,84,36,0
15,120,96,12
15,108,60,0
115,120,72,0
0,108,96,36
65,60,12,0
110,96,60,12
55,96,84,48
40,84,84,48
30,96,96,60
80,108,72,12
115,96,48,12
100,96,84,48
95,108,96,12
80,120,96,0
30,96,84,36
60,72,24,0
70,96,84,60
60,84,72,0
95,108,84,48
15,72,48,12
75,84,60,12
70,96,60,0
100,96,120,108
120,120,108,84
120,120,96,0
10,96,72,36
70,84,72,0
95,72,72,48
15,84,12,0
95,96,36,12
50,84,60,12
75,96,72,36
35,60,24,0
45,60,36,12
10,96,84,60
65,96,84,60
75,72,48,0
45,96,72,0
70,108,72,36
30,84,36,0
0,120,84,12
25,120,96,48
45,72,24,0
85,108,72,36
15,72,36,0
70,108,84,0
75,72,24,0
15,96,36,0
65,96,48,12
25,60,24,0
110,96,72,60
85,120,108,48
25,60,36,12
30,108,84,48
70,120,84,12
95,84,120,120
0,108,84,48
80,120,120,60
120,48,12,0
120,108,84,0
35,108,84,48
15,96,72,60
30,108,72,36
90,72,48,0
45,84,36,12
120,96,120,120
115,72,36,0
5,84,48,0
55,108,84,48
20,84,72,36
115,108,72,36
70,84,120,120
55,120,84,0
80,72,84,60
25,60,24,12
60,84,96,36
15,108,96,36
25,84,12,0
25,108,84,36
110,108,72,36
90,84,24,12
95,84,24,0
85,120,96,36
35,84,84,36
60,120,96,36
105,96,96,60
40,84,48,12
80,108,84,60
80,84,120,108
60,84,72,36
30,108,84,12
100,84,96,60
95,96,48,12
60,108,84,12
40,84,84,36
40,72,60,12
75,96,48,0
50,84,72,12
95,96,72,0
45,108,84,60
15,96,72,0
120,60,12,0
110,96,120,108
80,120,84,12
50,60,24,0
15,84,36,0
55,96,84,60
45,84,84,36
35,72,72,48
15,96,60,12
50,120,96,36
30,120,72,0
45,84,72,36
65,120,96,12
60,72,36,0
110,120,120,72
40,48,24,12
100,96,120,120
25,96,72,12
50,48,24,0
105,96,72,36
75,96,60,0
120,72,12,72
30,108,72,12
115,72,72,60
90,84,96,60
20,60,24,0
75,60,12,0
115,120,108,60
35,72,12,0
115,60,12,0
55,96,96,60
105,72,36,12
70,84,84,60
45,108,84,36
25,108,96,36
20,108,60,12
65,108,72,36
50,96,72,0
110,108,96,60
105,120,96,48
85,84,60,0
70,120,108,12
45,84,84,48
25,108,84,60
45,120,108,12
105,84,120,108
5,108,84,60
20,120,84,0
5,84,72,48
105,120,96,36
25,84,72,60
85,96,36,0
25,84,48,12
105,120,108,60
20,84,48,12
75,72,72,60
90,108,84,36
35,108,96,60
30,96,36,12
30,72,36,12
120,96,60,12
100,60,24,0
90,108,72,12
75,72,24,12
100,120,120,72
55,108,60,0
50,96,84,60
60,96,96,12
50,72,36,0
10,84,12,0
20,84,12,0
10,72,36,0
40,72,84,60
65,48,36,12
115,108,84,48
40,108,48,0
115,96,72,60
30,72,24,0
110,108,60,12
95,96,36,0
80,84,48,12
90,84,84,60
70,108,60,0
85,72,24,0
25,84,96,60
60,60,12,0
45,108,84,12
15,60,24,0
90,108,96,36
85,84,72,36
35,108,84,12
50,108,72,0
0,96,36,0
25,96,48,0
75,84,72,36
80,108,96,12
55,108,96,60
120,108,96,36
45,96,60,12
30,84,48,12
120,96,84,36
40,84,72,60
90,84,60,12
55,72,12,0
90,96,72,12
50,120,108,0
5,84,84,48
65,108,84,0
45,84,24,12
25,84,120,108
90,108,60,12
25,108,60,0
65,60,24,0
65,120,120,72
65,108,84,48
35,96,36,12
20,120,108,48
45,72,12,0
0,108,84,12
100,72,24,12
55,120,72,0
25,96,96,60
110,120,72,0
85,120,96,48
75,120,72,0
85,96,60,0
0,120,96,48
90,84,72,36
85,120,108,0
40,96,48,12
35,96,84,12
110,84,36,0
55,84,48,12
45,108,84,0
65,120,84,12
20,84,36,12
95,108,72,12
70,84,96,60
65,96,72,60
20,84,120,108
0,108,96,60
60,72,48,12
20,96,36,12
120,72,72,48
110,120,72,12
40,60,36,0
65,84,120,120
110,72,24,0
80,96,48,0
75,72,12,0
105,120,72,12
0,96,36,12
90,96,84,60
100,72,36,0
90,72,12,0
110,108,96,12
90,96,84,36
80,84,120,120
110,72,24,12
40,120,84,12
65,108,84,12
45,72,120,120
60,108,84,36
90,96,48,0
35,84,36,0
100,84,60,12
0,120,108,12
85,108,60,12
30,108,96,60
30,120,120,72
100,120,72,12
95,108,60,0
10,120,72,0
25,108,96,60
10,84,36,0
50,96,72,48
60,72,84,60
120,108,84,48
40,108,72,0
35,108,96,36
55,108,84,12
10,120,108,48
105,108,72,36
90,84,48,12
105,72,12,0
65,96,72,36
95,108,84,12
10,96,72,48
65,108,96,60
75,84,72,0
90,120,108,12
30,60,12,0
50,84,96,60
85,120,120,60
50,72,120,120
105,96,36,12
0,60,24,0
70,60,72,60
45,84,84,60
115,96,72,48
30,108,72,0
120,108,60,12
120,120,108,60
70,84,60,12
70,108,72,12
105,108,84,48
40,72,72,36
10,108,60,12
55,72,72,60
90,96,48,12
65,84,84,60
35,60,12,0
10,108,96,36
80,84,84,36
85,84,96,60
35,108,72,36
25,120,96,36
55,72,84,48
80,96,84,48
90,96,84,48
120,84,24,12
55,60,48,12
70,120,120,60
70,84,72,48
100,108,84,36
0,96,120,108
50,84,24,0
105,108,72,0
55,84,12,0
115,96,120,108
50,84,120,120
70,84,72,12
115,84,84,60
35,96,120,108
50,96,96,36
25,84,84,36
55,120,96,12
15,84,24,12
0,96,84,12
60,108,96,12
55,60,24,0
120,60,24,0
20,108,96,12
115,108,72,0
50,96,72,36
75,48,24,12
95,96,72,48
30,108,84,36
50,108,84,48
45,96,72,36
40,72,36,0
35,60,24,12
65,60,72,48
40,108,96,60
50,120,84,0
65,96,60,0
110,84,48,12
115,48,12,0
120,84,84,48
65,72,48,0
10,108,96,60
5,96,36,0
20,108,72,36
25,84,60,0
15,96,96,36
35,84,72,60
30,60,36,12
5,96,84,36
10,96,36,12
65,84,96,36
90,120,72,0
95,84,12,0
120,120,84,36
65,84,96,60
50,84,48,12
50,84,84,36
100,120,84,12
110,120,120,48
20,84,72,60
110,120,108,12
20,96,72,60
85,96,72,0
45,72,72,48
50,60,12,0
55,72,72,36
115,96,84,48
60,96,60,0
80,120,108,48
105,60,36,12
20,96,84,60
115,72,24,0
85,120,72,0
50,84,36,12
110,108,72,12
105,96,72,0
5,84,60,0
30,84,24,0
80,96,84,36
20,72,48,12
55,108,84,0
95,120,96,0
10,96,60,12
65,72,60,12
60,84,36,12
0,96,72,60
80,84,12,0
70,72,72,36
35,108,72,0
55,72,84,60
105,84,36,0
0,72,36,12
95,120,108,60
75,60,36,0
45,120,108,48
100,96,96,36
10,108,84,0
20,120,96,36
110,120,96,12
55,108,72,0
85,72,72,60
15,96,120,108
60,84,60,12
45,96,72,12
110,108,72,0
15,72,48,0
35,84,36,12
120,96,48,12
120,108,84,72
65,108,72,12
95,108,60,12
15,60,12,0
65,84,60,12
55,120,96,48
115,96,60,12
80,84,72,48
20,96,96,36
50,96,84,12
25,108,84,12
55,108,48,0
90,120,96,48
90,120,84,12
110,72,72,60
120,120,60,0
105,108,96,36
115,84,60,12
40,120,120,72
40,108,60,12
5,84,120,108
65,96,36,0
30,96,84,12
110,60,24,12
10,84,120,120
80,84,96,60
30,108,96,36
70,72,72,60
50,48,24,12
60,108,96,36
55,72,24,12
5,96,84,12
25,84,72,48
80,60,24,0
70,72,48,12
15,96,36,12
90,108,84,48
100,72,48,12
55,120,84,12
90,84,72,60
85,108,96,0
50,96,84,36
65,84,48,12
5,84,24,0
95,96,60,12
75,84,48,0
75,72,120,120
50,96,96,60
95,72,36,0
65,108,60,0
30,84,24,12
25,120,84,12
90,120,120,48
60,60,24,0
75,96,120,108
60,60,48,12
75,72,84,60
100,60,12,0
120,84,84,60
110,72,36,12
35,120,72,12
5,96,84,60
35,60,36,0
50,72,48,12
75,96,36,0
75,84,36,12
25,72,24,0
30,60,24,0
50,120,120,72
25,48,12,0
5,108,60,0
60,72,60,0
80,48,12,0
35,96,60,12
120,120,96,12
35,96,72,48
0,96,120,120
100,72,72,48
75,48,24,0
